page|85
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||706,880,325.07|330,226,996.38
客户存款和同业存放款项净|||
page|86
增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||301,170.78|730,787.71
收到其他与经营活动有关的现金||12,476,956.84|8,531,321.52
经营活动现金流入小计||719,658,452.69|339,489,105.61
购买商品、接受劳务支付的现金||340,909,787.54|83,427,382.84
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||58,362,444.90|45,542,904.19
支付的各项税费||65,646,634.78|43,989,181.05
支付其他与经营活动有关的现金||35,932,179.13|25,928,130.90
经营活动现金流出小计||500,851,046.35|198,887,598.98
经营活动产生的现金流量净额||218,807,406.34|140,601,506.63
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||16,150.00|
处置固定资产、无形资产和其他长期资产收回的现金净额||5,309.73|166,837.43
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||21,459.73|166,837.43
购建固定资产、无形资产和其他长期资产支付的现金||8,983,570.04|38,585,584.74
page|87
投资支付的现金||518,000,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||6,500.00|
投资活动现金流出小计||526,990,070.04|38,585,584.74
投资活动产生的现金流量净额||-526,968,610.31|-38,418,747.31
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,018,881,400.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||120,000,000.00|275,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||1,138,881,400.00|275,000,000.00
偿还债务支付的现金||310,000,000.00|374,975,000.00
分配股利、利润或偿付利息支付的现金||6,489,380.35|11,877,233.33
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||48,134,918.00|
筹资活动现金流出小计||364,624,298.35|386,852,233.33
筹资活动产生的现金流量净额||774,257,101.65|-111,852,233.33
四、汇率变动对现金及现金等价物的影响||-2,262,381.16|-4,020,096.99
五、现金及现金等价物净增加额||463,833,516.52|-13,689,571.00
加：期初现金及现金等价物余额||84,125,273.87|97,814,844.87
六、期末现金及现金等价物余额||547,958,790.39|84,125,273.87
