page|65
项目|附注|2019 年度|2018 年度
一、营业总收入||11,997,432,321.66|11,897,796,103.91
其中：营业收入||11,997,432,321.66|11,897,796,103.91
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||11,394,522,851.72|11,417,608,567.67
其中：营业成本||10,730,595,335.71|10,727,177,834.31
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||29,490,739.09|34,001,360.88
销售费用||189,947,338.81|182,006,066.84
管理费用||152,124,391.16|156,028,916.04
研发费用||186,961,892.78|204,461,379.16
财务费用||105,403,154.17|113,933,010.44
其中：利息费用||104,559,204.41|110,345,805.01
page|66
利息收入||-8,167,651.94|-4,723,358.16
加：其他收益||6,467,777.57|4,261,324.27
投资收益（损失以“－”号填列）||15,343,674.17|130,366,393.33
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||2,800,045.38|-127,725.00
信用减值损失（损失以“-”号填列）||-22,754,445.31|
资产减值损失（损失以“-”号填列）||-8,310,022.53|7,163,160.71
资产处置收益（损失以“－”号填列）||44,611.26|1,319,899.89
三、营业利润（亏损以“－”号填列）||596,501,110.48|623,170,589.44
加：营业外收入||32,814,918.19|15,852,666.00
减：营业外支出||2,380,708.37|1,840,775.49
四、利润总额（亏损总额以“－”号填列）||626,935,320.30|637,182,479.95
减：所得税费用||92,883,612.06|122,193,451.12
五、净利润（净亏损以“－”号填列）||534,051,708.24|514,989,028.83
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）|||
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||437,688,660.78|437,397,811.51
2.少数股东损益（净亏损以“-”号填列）||96,363,047.46|77,591,217.32
六、其他综合收益的税后净额||24,865,638.61|41,659,814.68
（一）归属母公司所有者的其他综合收益的税后净额||24,865,638.61|41,659,814.68
1．不能重分类进损益的其他综合收益||-|-
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||24,865,638.61|41,659,814.68
（1）权益法下可转损益的其他综合收|||
page|67
益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||24,865,638.61|41,659,814.68
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||558,917,346.85|556,648,843.51
（一）归属于母公司所有者的综合收益总额||462,554,299.39|479,057,626.19
（二）归属于少数股东的综合收益总额||96,363,047.46|77,591,217.32
八、每股收益：|||
（一）基本每股收益(元/股)||0.23|0.22
（二）稀释每股收益(元/股)||0.23|0.22
