page|68
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|（七）1|2,109,892,976.09|2,415,945,911.05
结算备付金|||
拆出资金|||
交易性金融资产|（七）2|250,043,611.11|200,986,849.32
衍生金融资产|||
应收票据|（七）4|1,104,706,145.60|343,332,169.97
应收账款|（七）5|2,257,504,052.32|2,323,610,031.78
应收款项融资|（七）6|1,895,542,499.18|1,737,817,348.55
预付款项|（七）7|75,711,029.02|106,677,834.66
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|（七）8|85,716,779.64|87,747,771.96
其中：应收利息|||
应收股利||400,000.00|
买入返售金融资产|||
存货|（七）9|2,875,664,884.40|2,917,922,534.69
合同资产|（七）10|149,334,091.22|112,291,903.37
持有待售资产|||
一年内到期的非流动资产|（七）12|22,233,296.06|30,922,340.24
其他流动资产|（七）13|396,877,277.32|354,619,825.41
流动资产合计||11,223,226,641.96|10,631,874,521.00
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|（七）16|39,187,658.19|46,514,312.51
长期股权投资|（七）17|388,737,738.09|370,370,576.79
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|（七）20|21,293,574.57|21,906,561.29
固定资产|（七）21|2,825,452,551.36|2,961,198,449.65
在建工程|（七）22|207,411,784.50|261,961,063.56
生产性生物资产|||
油气资产|||
使用权资产|（七）25|436,826,273.13|527,532,184.10
无形资产|（七）26|343,787,111.54|373,754,836.89
开发支出|（七）27|16,182,226.37|3,276,250.56
商誉|（七）28|2,598,219.11|2,735,213.05
page|69
长期待摊费用|（七）29|70,079,186.53|86,526,783.57
递延所得税资产|（七）30|259,352,019.57|241,595,709.80
其他非流动资产|（七）31|462,473,579.04|467,180,986.51
非流动资产合计||5,073,381,922.00|5,364,552,928.28
资产总计||16,296,608,563.96|15,996,427,449.28
流动负债：|||
短期借款|（七）32|300,377,333.33|240,750,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|（七）35|3,251,810,906.07|2,928,719,318.67
应付账款|（七）36|3,291,642,969.82|2,927,683,151.79
预收款项|（七）37|157,142.86|
合同负债|（七）38|253,163,020.85|482,674,249.23
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|（七）39|111,555,347.62|155,116,867.96
应交税费|（七）40|60,571,656.00|155,671,423.84
其他应付款|（七）41|630,802,807.29|639,512,503.29
其中：应付利息|||
应付股利||46,774,687.05|
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|（七）43|520,340,530.67|1,094,289,769.08
其他流动负债|（七）44|20,310,040.48|41,955,691.84
流动负债合计||8,440,731,754.99|8,666,372,975.70
非流动负债：|||
保险合同准备金|||
长期借款|（七）45|770,048,471.63|111,713,396.81
应付债券|||
其中：优先股|||
永续债|||
租赁负债|（七）47|344,972,311.81|411,668,955.27
长期应付款|（七）48|25,000,000.00|25,000,000.00
长期应付职工薪酬|（七）49|1,091,786,786.60|1,239,071,118.40
预计负债|（七）50|484,912,705.92|424,943,003.60
递延收益|（七）51|97,301,387.54|108,016,278.31
递延所得税负债|（七）30|36,012,303.68|25,133,237.64
其他非流动负债|（七）52|17,148,991.82|46,183,125.22
非流动负债合计||2,867,182,959.00|2,391,729,115.25
负债合计||11,307,914,713.99|11,058,102,090.95
所有者权益（或股东权益）：|||
实收资本（或股本）|（七）53|802,798,152.00|802,798,152.00
其他权益工具|||
page|70
其中：优先股|||
永续债|||
资本公积|（七）55|3,080,149,879.59|3,054,831,434.53
减：库存股|||
其他综合收益|（七）57|-440,558,787.19|-395,197,342.69
专项储备|||
盈余公积|（七）59|209,440,038.34|181,654,697.51
一般风险准备|||
未分配利润|（七）60|1,188,553,675.77|1,135,247,560.61
归属于母公司所有者权益（或股东权益）合计||4,840,382,958.51|4,779,334,501.96
少数股东权益||148,310,891.46|158,990,856.37
所有者权益（或股东权益）合计||4,988,693,849.97|4,938,325,358.33
负债和所有者权益（或股东权益）总计||16,296,608,563.96|15,996,427,449.28
