page|110
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||7,224,906,280.40|5,883,479,788.68
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额||-9,199,863,194.31|-899,564,291.14
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金||9,703,607,572.21|8,214,631,556.22
拆入资金净增加额||98,000,000.00|1,610,000,000.00
回购业务资金净增加额||214,082,066.41|-588,530,087.58
代理买卖证券收到的现金净额||15,506,328.22|537,099,282.26
收到的税费返还|||105,891.26
收到其他与经营活动有关的现金||14,694,665,117.56|9,940,072,794.07
经营活动现金流入小计||22,750,904,170.49|24,697,294,933.77
购买商品、接受劳务支付的现金||7,269,368,098.03|5,791,600,697.11
客户贷款及垫款净增加额||-802,819,448.31|6,664,638,145.31
存放中央银行和同业款项净增加额|||-2,170,000,000.00
支付原保险合同赔付款项的现金|||
为交易目的而持有的金融资产净增加额||-1,565,222,525.97|440,827,524.36
返售业务资金净增加额||-3,680,009,716.19|
拆出资金净增加额|||
支付利息、手续费及佣金的现金||3,036,372,662.76|3,347,608,417.14
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,196,305,966.89|861,138,192.86
支付的各项税费||3,417,344,330.19|1,687,943,149.31
支付其他与经营活动有关的现金||12,138,251,979.44|7,001,334,777.80
经营活动现金流出小计||21,009,591,346.84|23,625,090,903.89
经营活动产生的现金流量净额||1,741,312,823.65|1,072,204,029.88
二、投资活动产生的现金流量：|||
收回投资收到的现金||15,011,032,451.20|55,859,381,618.40
取得投资收益收到的现金||296,012,819.64|1,058,215,911.27
处置固定资产、无形资产和其他长期资产收回的现金净额||7,719,755.58|354,353.02
处置子公司及其他营业单位收到的现金净额|||9,419,345.00
收到其他与投资活动有关的现金||56,839.69|135,558,686.08
投资活动现金流入小计||15,314,821,866.11|57,062,929,913.77
购建固定资产、无形资产和其他长期资产支付的现金||255,096,470.69|256,189,873.39
投资支付的现金||18,839,924,239.96|60,928,391,462.89
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
page|111
投资活动现金流出小计||19,095,020,710.65|61,184,581,336.28
投资活动产生的现金流量净额||-3,780,198,844.54|-4,121,651,422.51
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||4,197,000,000.00|5,797,000,000.00
发行债券收到的现金|||2,893,103,773.59
收到其他与筹资活动有关的现金||3,535,823,264.99|4,000,000.00
筹资活动现金流入小计||7,732,823,264.99|8,694,103,773.59
偿还债务支付的现金||3,497,000,000.00|7,747,000,000.00
分配股利、利润或偿付利息支付的现金||1,478,875,284.09|1,199,462,308.92
其中：子公司支付给少数股东的股利、利润||170,709,249.84|174,588,629.65
支付其他与筹资活动有关的现金||15,179,244.43|13,964,672.59
筹资活动现金流出小计||4,991,054,528.52|8,960,426,981.51
筹资活动产生的现金流量净额||2,741,768,736.47|-266,323,207.92
四、汇率变动对现金及现金等价物的影响||398,932.85|1,580,836.45
五、现金及现金等价物净增加额||703,281,648.43|-3,314,189,764.10
加：期初现金及现金等价物余额||11,124,572,456.87|14,438,762,220.97
六、期末现金及现金等价物余额||11,827,854,105.30|11,124,572,456.87
