page|105
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
page|106
销售商品、提供劳务收到的现金||1,860,947,807.36|1,859,509,515.34
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||3,677,377.86|709,876.47
收到其他与经营活动有关的现金|七、78|134,097,602.89|155,525,243.86
经营活动现金流入小计||1,998,722,788.11|2,015,744,635.67
购买商品、接受劳务支付的现金||594,046,430.25|567,994,503.26
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||239,937,355.69|319,559,934.77
支付的各项税费||58,283,215.58|85,952,422.66
支付其他与经营活动有关的现金|七、78|106,344,217.59|173,275,137.98
经营活动现金流出小计|七、79|998,611,219.11|1,146,781,998.67
经营活动产生的现金流量净额||1,000,111,569.00|868,962,637.00
二、投资活动产生的现金流量：|||
收回投资收到的现金||8,678,644,216.01|4,765,380,000.00
取得投资收益收到的现金||118,953,501.26|45,672,738.50
处置固定资产、无形资产和其他长期资产收回的现金净额|||26,048,232.48
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||8,797,597,717.27|4,837,100,970.98
购建固定资产、无形资产和其他长期资产支付的现金||439,330,000.39|21,570,191.90
投资支付的现金||8,161,433,752.99|6,824,380,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||540,602,482.26|
支付其他与投资活动有关的现金|||
投资活动现金流出小计||9,141,366,235.64|6,845,950,191.90
投资活动产生的现金流量净额||-343,768,518.37|-2,008,849,220.92
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||3,020,580,360.84
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
page|107
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||3,020,580,360.84
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||338,944,166.70|292,311,895.22
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|150,000.00|38,739,084.02
筹资活动现金流出小计||339,094,166.70|331,050,979.24
筹资活动产生的现金流量净额||-339,094,166.70|2,689,529,381.60
四、汇率变动对现金及现金等价物的影响||-234,498,792.55|48,112,007.60
五、现金及现金等价物净增加额|七、79|82,750,091.38|1,597,754,805.28
加：期初现金及现金等价物余额|七、79|4,921,911,091.80|3,324,156,286.52
六、期末现金及现金等价物余额|七、79|5,004,661,183.18|4,921,911,091.80
