page|132
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,633,354,454.14|1,087,475,863.80
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||26,237,027.33|41,044,745.95
收到其他与经营活动有关的现金|七、78|39,198,933.72|7,573,863.54
经营活动现金流入小计||1,698,790,415.19|1,136,094,473.29
购买商品、接受劳务支付的现金||876,029,327.75|828,024,456.08
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||294,556,055.45|293,148,675.48
支付的各项税费||106,996,062.43|55,090,881.02
page|133
支付其他与经营活动有关的现金|七、78|88,445,794.81|67,103,191.06
经营活动现金流出小计||1,366,027,240.44|1,243,367,203.64
经营活动产生的现金流量净额||332,763,174.75|-107,272,730.35
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,440,000,000.00|438,000,000.00
取得投资收益收到的现金||27,698,735.53|3,082,140.26
处置固定资产、无形资产和其他长期资产收回的现金净额||104,468.65|299,400.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|4,634,005.58|1,265,421.05
投资活动现金流入小计||1,472,437,209.76|442,646,961.31
购建固定资产、无形资产和其他长期资产支付的现金||111,799,566.71|94,723,510.23
投资支付的现金||1,077,000,000.00|1,038,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||261,003,778.48|
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,449,803,345.19|1,132,723,510.23
投资活动产生的现金流量净额||22,633,864.57|-690,076,548.92
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||324,999,659.30|900,656,188.68
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||20,000,000.00|180,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||344,999,659.30|1,080,656,188.68
偿还债务支付的现金||40,000,000.00|240,000,000.00
分配股利、利润或偿付利息支付的现金||55,261,461.08|75,758,479.16
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|3,416,944.47|16,734,716.98
筹资活动现金流出小计||98,678,405.55|332,493,196.14
筹资活动产生的现金流量净额||246,321,253.75|748,162,992.54
四、汇率变动对现金及现金等价物的影响||-5,874,162.64|2,156,679.02
page|134
五、现金及现金等价物净增加额||595,844,130.43|-47,029,607.71
加：期初现金及现金等价物余额||324,639,232.42|371,668,840.13
六、期末现金及现金等价物余额||920,483,362.85|324,639,232.42
