page|50
项目|附注|2020 年度|2019 年度
一、营业总收入||1,098,778,984.38|990,624,459.31
其中：营业收入||1,098,778,984.38|990,624,459.31
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||959,786,704.35|855,089,132.85
其中：营业成本||837,928,336.53|745,536,991.30
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||5,574,031.52|7,348,604.59
销售费用||16,280,043.13|29,319,687.07
管理费用||45,704,522.84|47,752,537.34
研发费用||31,844,929.18|28,823,394.66
财务费用||22,454,841.15|-3,692,082.11
其中：利息费用|||
利息收入||439,629.95|418,666.70
加：其他收益||5,573,360.51|3,916,328.56
投资收益（损失以“－”号填列）||11,561,237.13|32,911.93
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
page|51
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||1,448,814.17|1,310,791.61
信用减值损失（损失以“-”号填列）||-22,446,461.30|1,270,569.71
资产减值损失（损失以“-”号填列）||-606,974.11|-419,020.47
资产处置收益（损失以“－”号填列）||-26,132.28|-57,507.74
三、营业利润（亏损以“－”号填列）||134,496,124.15|141,589,400.06
加：营业外收入||2,411,495.48|7,910,104.89
减：营业外支出||1,201,465.35|4,105,867.39
四、利润总额（亏损总额以“－”号填列）||135,706,154.28|145,393,637.56
减：所得税费用||17,440,302.18|22,193,549.00
五、净利润（净亏损以“－”号填列）||118,265,852.10|123,200,088.56
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||118,265,852.10|123,200,088.56
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||118,265,852.10|123,200,088.56
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
page|52
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||118,265,852.10|123,200,088.56
（一）归属于母公司所有者的综合收益总额||118,265,852.10|123,200,088.56
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||1.18|1.23
（二）稀释每股收益(元/股)||1.18|1.23
