page|74
项目|附注|2020 年度|2019 年度
一、营业总收入||1,946,115,831.80|1,894,098,478.37
其中：营业收入||1,946,115,831.80|1,894,098,478.37
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,678,281,707.00|1,625,796,807.81
其中：营业成本||1,512,650,458.26|1,472,937,519.77
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||8,698,215.46|8,583,845.74
销售费用||39,283,646.16|39,369,628.93
管理费用||38,813,873.20|35,031,947.27
研发费用||75,484,165.51|70,634,018.41
财务费用||3,351,348.41|-760,152.31
其中：利息费用||917,011.86|77,623.33
利息收入||1,656,452.24|701,110.92
加：其他收益||68,515,155.36|6,509,572.95
投资收益（损失以“－”号填列）||3,303,580.79|3,635,978.17
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||-119,651.63
汇兑收益（损失以“－”号填列）|||
page|75
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||29,662,328.76|18,017,746.37
信用减值损失（损失以“-”号填列）||-1,853,203.54|-1,643,545.90
资产减值损失（损失以“-”号填列）||-861,350.59|-876,926.40
资产处置收益（损失以“－”号填列）||45,610.29|
三、营业利润（亏损以“－”号填列）||366,646,245.87|293,944,495.75
加：营业外收入||576,769.75|181,883.08
减：营业外支出||1,780,380.62|1,268,494.55
四、利润总额（亏损总额以“－”号填列）||365,442,635.00|292,857,884.28
减：所得税费用||45,182,139.56|36,697,770.23
五、净利润（净亏损以“－”号填列）||320,260,495.44|256,160,114.05
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||320,260,495.44|256,160,114.05
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||320,260,495.44|256,160,114.05
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
page|76
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||320,260,495.44|256,160,114.05
（一）归属于母公司所有者的综合收益总额||320,260,495.44|256,160,114.05
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.79|0.63
（二）稀释每股收益(元/股)||0.79|0.63
