page|51
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金||396,368,526.00|2,779,614,728.09
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|||
应收账款||201,439,238.74|226,811,927.26
应收款项融资||66,345,317.74|79,765,793.27
预付款项||94,311,004.45|87,105,661.48
应收保费|||
应收分保账款|||
page|52
应收分保合同准备金|||
其他应收款||16,725,660.51|15,984,833.81
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||855,181,516.76|1,025,458,391.84
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||10,894,413.60|33,691,678.97
流动资产合计||1,641,265,677.80|4,248,433,014.72
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产||420,580,078.10|441,058,487.31
固定资产||2,375,297,558.54|2,425,624,216.34
在建工程||437,958,966.55|462,521,632.68
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||288,660,452.48|299,489,498.19
开发支出|||
商誉||737,714.75|12,703,932.07
长期待摊费用||47,843,365.65|60,974,728.57
递延所得税资产||93,716,361.10|76,214,641.42
其他非流动资产||121,545,810.54|48,613,108.02
非流动资产合计||3,786,340,307.71|3,827,200,244.60
资产总计||5,427,605,985.51|8,075,633,259.32
流动负债：|||
短期借款||3,715,442,000.00|4,058,800,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||156,600,000.00|325,736,089.71
应付账款||557,677,436.63|566,096,875.20
预收款项|||49,630,450.10
合同负债||80,136,336.36|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||47,654,598.07|32,940,376.54
page|53
应交税费||31,315,032.82|32,698,416.97
其他应付款||243,210,184.76|23,997,575.48
其中：应付利息||8,970,845.76|4,019,708.32
应付股利||7,020,000.00|7,800,000.00
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||163,591,838.22|567,561,879.28
其他流动负债||28,829,287.42|19,008,082.31
流动负债合计||5,024,456,714.28|5,676,469,745.59
非流动负债：|||
保险合同准备金|||
长期借款||331,540,000.00|
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款||55,668,068.58|97,678,715.35
长期应付职工薪酬|||
预计负债||15,619,370.31|
递延收益||30,548,093.60|37,363,228.01
递延所得税负债|||
其他非流动负债|||
非流动负债合计||433,375,532.49|135,041,943.36
负债合计||5,457,832,246.77|5,811,511,688.95
所有者权益（或股东权益）：|||
实收资本（或股本）||662,572,861.00|662,572,861.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||145,153,689.62|145,153,689.62
减：库存股|||
其他综合收益|||
专项储备||18,478,878.88|17,378,540.75
盈余公积||139,755,297.63|139,755,297.63
一般风险准备|||
未分配利润||-1,442,108,850.37|780,377,927.27
归属于母公司所有者权益（或股东权益）合计||-476,148,123.24|1,745,238,316.27
少数股东权益||445,921,861.98|518,883,254.10
所有者权益（或股东权益）合计||-30,226,261.26|2,264,121,570.37
负债和所有者权益（或股东权益）总计||5,427,605,985.51|8,075,633,259.32
