page|71
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||4,762,758,052.76|3,684,227,243.10
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
page|72
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||275,728,982.86|191,032,748.18
收到其他与经营活动有关的现金|七.  78（1）|56,213,915.99|58,970,082.23
经营活动现金流入小计||5,094,700,951.61|3,934,230,073.51
购买商品、接受劳务支付的现金||3,526,439,240.81|2,477,559,515.74
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||892,521,510.43|723,543,853.82
支付的各项税费||109,042,308.67|114,325,156.35
支付其他与经营活动有关的现金|七.  78（2）|195,582,029.96|169,522,535.92
经营活动现金流出小计||4,723,585,089.87|3,484,951,061.83
经营活动产生的现金流量净额||371,115,861.74|449,279,011.68
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||35,261,982.09|32,145,127.26
处置固定资产、无形资产和其他长期资产收回的现金净额||168,318.20|158,735.49
处置子公司及其他营业单位收到的现金净额||4,710.74|
收到其他与投资活动有关的现金|七.  78（3）|3,098,885,594.82|5,473,535,000.00
投资活动现金流入小计||3,134,320,605.85|5,505,838,862.75
购建固定资产、无形资产和其他长期资产支付的现金||475,675,796.86|332,075,798.23
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七.  78（4）|2,871,797,250.00|5,874,610,458.19
投资活动现金流出小计||3,347,473,046.86|6,206,686,256.42
投资活动产生的现金流量净额||-213,152,441.01|-700,847,393.67
page|73
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||654,461,524.99
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||408,095,283.40|329,307,879.09
收到其他与筹资活动有关的现金|七.  78（5）|53,648,772.40|19,356,578.32
筹资活动现金流入小计||461,744,055.80|1,003,125,982.40
偿还债务支付的现金||278,853,180.00|270,090,924.40
分配股利、利润或偿付利息支付的现金||182,146,994.12|162,952,886.28
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七.  78（6）|88,712,994.44|50,801,772.40
筹资活动现金流出小计||549,713,168.56|483,845,583.08
筹资活动产生的现金流量净额||-87,969,112.76|519,280,399.32
四、汇率变动对现金及现金等价物的影响||-6,227,358.16|-17,934,105.20
五、现金及现金等价物净增加额||63,766,949.81|249,777,912.13
加：期初现金及现金等价物余额||736,830,809.50|487,052,897.37
六、期末现金及现金等价物余额||800,597,759.31|736,830,809.50
