page|59
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,688,188,674.49|2,758,039,717.07
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||23,978,654.31|4,760,089.93
收到其他与经营活动有关的现金||99,618,525.21|104,376,008.69
经营活动现金流入小计||2,811,785,854.01|2,867,175,815.69
购买商品、接受劳务支付的现金||1,652,747,461.30|1,470,660,474.73
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||231,438,687.49|246,585,413.15
支付的各项税费||328,361,975.55|360,473,186.16
支付其他与经营活动有关的现金||194,140,166.46|144,486,147.69
经营活动现金流出小计||2,406,688,290.80|2,222,205,221.73
经营活动产生的现金流量净额||405,097,563.21|644,970,593.96
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,384,265.65|1,141,986.26
取得投资收益收到的现金||23,916,183.44|22,178,001.54
处置固定资产、无形资产和其他长期资产收回的现金净额||1,896,582.40|40,335,809.37
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||4,304,068.00|7,521,225.60
投资活动现金流入小计||31,501,099.49|71,177,022.77
购建固定资产、无形资产和其他长期资产支付的现金||620,738,721.78|129,282,732.66
投资支付的现金||486,226.92|382,223,604.08
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||621,224,948.70|511,506,336.74
投资活动产生的现金流量净额||-589,723,849.21|-440,329,313.97
三、筹资活动产生的现金流量：|||
page|60
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,358,130,180.52|1,315,500,000.00
收到其他与筹资活动有关的现金||4,764,875.65|
筹资活动现金流入小计||1,362,895,056.17|1,315,500,000.00
偿还债务支付的现金||1,270,500,000.00|1,415,500,000.00
分配股利、利润或偿付利息支付的现金||114,955,863.11|171,787,112.18
其中：子公司支付给少数股东的股利、利润|||100,000,000.00
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||1,385,455,863.11|1,587,287,112.18
筹资活动产生的现金流量净额||-22,560,806.94|-271,787,112.18
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-207,187,092.94|-67,145,832.19
加：期初现金及现金等价物余额||632,548,695.21|699,694,527.40
六、期末现金及现金等价物余额||425,361,602.27|632,548,695.21
