page|111
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金|||730,000.00
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||11,184,746.46
收到其他与经营活动有关的现金||17,917,590.04|24,413,055.55
经营活动现金流入小计||17,917,590.04|36,327,802.01
购买商品、接受劳务支付的现金|||414,754.08
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
page|112
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||48,691,486.72|23,610,067.33
支付的各项税费||1,826,536.09|180,873.15
支付其他与经营活动有关的现金||147,827,514.53|124,559,587.39
经营活动现金流出小计||198,345,537.34|148,765,281.95
经营活动产生的现金流量净额||-180,427,947.30|-112,437,479.94
二、投资活动产生的现金流量：|||
收回投资收到的现金||271,600,000.00|315,300,000.00
取得投资收益收到的现金||1,834,417.28|2,298,151.36
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||16,004,201.15
投资活动现金流入小计||273,434,417.28|333,602,352.51
购建固定资产、无形资产和其他长期资产支付的现金||15,105,307.37|11,081,362.85
投资支付的现金||195,000,000.00|344,900,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||15,457,926.15
支付其他与投资活动有关的现金|||15,275,658.68
投资活动现金流出小计||210,105,307.37|386,714,947.68
投资活动产生的现金流量净额||63,329,109.91|-53,112,595.17
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||20,676.00|285,374,625.00
其中：子公司吸收少数股东投资收到的现金|||276,592.00
取得借款收到的现金||80,000,000.00|
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||80,020,676.00|285,374,625.00
偿还债务支付的现金||20,000,000.00|
分配股利、利润或偿付利息支付的现金||1,159,999.97|
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||4,542,452.84|
page|113
筹资活动现金流出小计||25,702,452.81|
筹资活动产生的现金流量净额||54,318,223.19|285,374,625.00
四、汇率变动对现金及现金等价物的影响||768,528.32|-776,769.18
五、现金及现金等价物净增加额||-62,012,085.88|119,047,780.71
加：期初现金及现金等价物余额||128,932,307.64|9,884,526.93
六、期末现金及现金等价物余额||66,920,221.76|128,932,307.64
