page|71
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,140,661,747.37|2,727,997,083.83
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||22,433,031.71|19,743,348.55
收到其他与经营活动有关的现金|七、78（1）|122,168,383.27|47,983,861.47
经营活动现金流入小计||3,285,263,162.35|2,795,724,293.85
购买商品、接受劳务支付的现金||2,632,786,323.73|1,877,136,218.64
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
page|72
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||371,843,867.26|329,129,293.95
支付的各项税费||157,669,546.95|106,092,741.98
支付其他与经营活动有关的现金|七、78（2）|96,301,672.93|99,373,671.21
经营活动现金流出小计||3,258,601,410.87|2,411,731,925.78
经营活动产生的现金流量净额||26,661,751.48|383,992,368.07
二、投资活动产生的现金流量：|||
收回投资收到的现金||100,000,000.00|
取得投资收益收到的现金||678,383.57|
处置固定资产、无形资产和其他长期资产收回的现金净额||63,052,130.27|
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||163,730,513.84|
购建固定资产、无形资产和其他长期资产支付的现金||25,469,511.74|25,518,116.26
投资支付的现金|||467,558,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||25,469,511.74|493,076,116.26
投资活动产生的现金流量净额||138,261,002.10|-493,076,116.26
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||572,499,985.45
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||150,000,000.00|70,000,000.00
收到其他与筹资活动有关的现金|七、78（5）|5,729,479.49|11,084,986.82
筹资活动现金流入小计||155,729,479.49|653,584,972.27
偿还债务支付的现金|||149,900,000.00
分配股利、利润或偿付利息支付的现金||140,329,935.95|14,818,262.24
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78（6）|15,289,439.98|46,981,234.78
筹资活动现金流出小计||155,619,375.93|211,699,497.02
page|73
筹资活动产生的现金流量净额||110,103.56|441,885,475.25
四、汇率变动对现金及现金等价物的影响||-49,722.39|22,242.63
五、现金及现金等价物净增加额||164,983,134.75|332,823,969.69
加：期初现金及现金等价物余额||983,604,844.22|650,780,874.53
六、期末现金及现金等价物余额||1,148,587,978.97|983,604,844.22
