page|72
项目|附注|2021 年度|2020 年度
一、营业总收入|七、61|2,202,538,106.69|1,895,595,666.25
其中：营业收入||2,202,538,106.69|1,895,595,666.25
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,019,281,346.53|1,692,750,343.69
其中：营业成本|七、61|1,701,380,763.24|1,368,289,383.96
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|7,293,713.50|6,122,089.88
销售费用|七、63|35,847,279.64|35,025,076.41
管理费用|七、64|169,307,570.74|165,984,000.89
研发费用|七、65|98,060,123.52|95,964,000.61
财务费用|七、66|7,391,895.89|21,365,791.94
page|73
其中：利息费用||459,666.67|707,507.44
利息收入||3,333,954.87|3,112,976.24
加：其他收益|七、67|6,420,923.14|6,297,900.30
投资收益（损失以“－”号填列）|七、68|18,368,266.03|8,449,731.93
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|8,585,253.00|10,318,919.54
信用减值损失（损失以“-”号填列）|七、71|-7,996,014.41|4,063,128.97
资产减值损失（损失以“-”号填列）|七、72|-4,147,290.10|-3,711,226.91
资产处置收益（损失以“－”号填列）|七、73|1,006,034.85|-9,382.26
三、营业利润（亏损以“－”号填列）||205,493,932.67|228,254,394.13
加：营业外收入|七、74|979,277.32|410,458.64
减：营业外支出|七、75|4,671,424.18|14,013,484.07
四、利润总额（亏损总额以“－”号填列）||201,801,785.81|214,651,368.70
减：所得税费用|七、76|24,421,449.99|38,617,033.60
五、净利润（净亏损以“－”号填列）||177,380,335.82|176,034,335.10
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||177,380,335.82|176,034,335.10
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||177,380,335.82|176,034,335.10
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||-30,978.18|
（一）归属母公司所有者的其他综合收益的税后净额||-30,978.18|
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值|||
page|74
变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-30,978.18|
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-30,978.18|
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||177,349,357.64|176,034,335.10
（一）归属于母公司所有者的综合收益总额||177,349,357.64|176,034,335.10
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.80|0.80
（二）稀释每股收益(元/股)||0.80|0.80
