page|113
项目|附注|2020 年度|2019 年度
一、营业总收入||1,482,395,169.37|1,286,034,406.75
其中：营业收入||1,482,395,169.37|1,286,034,406.75
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,331,536,638.26|1,191,078,857.36
其中：营业成本||68,508,521.93|48,092,158.18
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||7,062,475.07|6,295,673.62
销售费用||1,007,629,446.86|909,516,967.59
管理费用||79,753,988.53|87,268,291.21
研发费用||199,211,635.79|166,388,818.85
财务费用||-30,629,429.92|-26,483,052.09
其中：利息费用||835,793.24|947,020.65
利息收入||31,575,706.55|27,548,710.52
加：其他收益||61,538,592.24|55,383,920.72
投资收益（损失以“－”号填列）||38,142,642.11|-7,661,437.05
其中：对联营企业和合营企业的投资收益||-16,477,048.17|-9,227,714.04
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
page|114
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-4,958,615.44|-5,535,713.89
资产减值损失（损失以“-”号填列）||-1,521,720.38|
资产处置收益（损失以“－”号填列）|||
三、营业利润（亏损以“－”号填列）||244,059,429.64|137,142,319.17
加：营业外收入||5,763,936.09|5,613,677.13
减：营业外支出||166,846.48|60,284.75
四、利润总额（亏损总额以“－”号填列）||249,656,519.25|142,695,711.55
减：所得税费用||20,249,103.53|3,367,942.85
五、净利润（净亏损以“－”号填列）||229,407,415.72|139,327,768.70
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||229,407,415.72|139,327,768.70
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||229,550,091.47|139,734,523.25
2.少数股东损益（净亏损以“-”号填列）||-142,675.75|-406,754.55
六、其他综合收益的税后净额||1,294,714.34|9,273,275.33
（一）归属母公司所有者的其他综合收益的税后净额||1,294,714.34|5,417,806.87
1．不能重分类进损益的其他综合收益||1,294,729.04|5,417,806.87
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||1,294,729.04|5,417,806.87
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-14.70|
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
page|115
（6）外币财务报表折算差额||-14.70|
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||3,855,468.46
七、综合收益总额||230,702,130.06|148,601,044.03
（一）归属于母公司所有者的综合收益总额||230,844,805.81|145,152,330.12
（二）归属于少数股东的综合收益总额||-142,675.75|3,448,713.91
八、每股收益：|||
（一）基本每股收益(元/股)||1.11|0.68
（二）稀释每股收益(元/股)||1.09|0.67
