page|52
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|700,418,875.62|347,004,707.01
交易性金融资产|||
衍生金融资产|||
应收票据|||
应收账款|七、5|290,193,709.58|50,274,751.10
应收款项融资|||
预付款项|七、7|668,360.42|17,473,098.79
其他应收款|七、8|4,205,971.59|5,454,609.17
其中：应收利息|||
应收股利|||
存货|七、9|309,867.94|548,718.59
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|102,065,375.39|6,065,665.51
流动资产合计||1,097,862,160.54|426,821,550.17
非流动资产：|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|110,778,628.28|115,383,776.64
其他权益工具投资|||
其他非流动金融资产|七、19|8,363,700.00|5,287,230.00
投资性房地产|||
固定资产|七、21|4,344,499,988.56|4,040,087,349.55
在建工程|七、22|308,130,121.22|169,408,918.97
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|46,160,686.23|77,002,072.53
开发支出|||
商誉|||
长期待摊费用|七、29|1,914,634.68|3,829,269.24
递延所得税资产|七、30|13,038,839.59|1,971,903.68
其他非流动资产|七、31|48,200,000.00|
page|53
非流动资产合计||4,881,086,598.56|4,412,970,520.61
资产总计||5,978,948,759.10|4,839,792,070.78
流动负债：|||
短期借款|七、32|100,000,000.00|
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|七、36|1,540,610,900.91|1,551,573,710.58
预收款项|||58,344,247.29
合同负债|七、38|45,229,851.83|
应付职工薪酬|七、39|25,513,746.34|29,538,767.95
应交税费|七、40|18,174,743.34|648,652.10
其他应付款|七、41|1,332,088,346.75|136,843,627.95
其中：应付利息|||
应付股利|||
持有待售负债|||
一年内到期的非流动负债|七、43|164,000,000.00|417,500,000.00
其他流动负债|||
流动负债合计||3,225,617,589.17|2,194,449,005.87
非流动负债：|||
长期借款|七、45|818,500,000.00|785,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|10,782,645.03|5,709,316.48
递延所得税负债|||
其他非流动负债|||
非流动负债合计||829,282,645.03|790,709,316.48
负债合计||4,054,900,234.20|2,985,158,322.35
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|439,040,000.00|313,600,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|323,451,402.42|464,706,920.92
减：库存股|||
其他综合收益|||
专项储备|||
page|54
盈余公积|七、59|70,631,233.70|151,672,540.90
未分配利润|七、60|1,090,925,888.78|924,654,286.61
所有者权益（或股东权益）合计||1,924,048,524.90|1,854,633,748.43
负债和所有者权益（或股东权益）总计||5,978,948,759.10|4,839,792,070.78
page|55
（一）持续经营净利润（净亏损以“－”号填列）||400,781,780.19|396,725,409.01
（二）终止经营净利润（净亏损以“－”号填列）|||
五、其他综合收益的税后净额|||
（一）不能重分类进损益的其他综合收益|||
1.重新计量设定受益计划变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变动|||
4.企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益|||
1.权益法下可转损益的其他综合收益|||
2.其他债权投资公允价值变动|||
3.金融资产重分类计入其他综合收益的金额|||
4.其他债权投资信用减值准备|||
5.现金流量套期储备|||
6.外币财务报表折算差额|||
7.其他|||
六、综合收益总额||400,781,780.19|396,725,409.01
七、每股收益：|||
（一）基本每股收益(元/股)|十八、2|0.91|0.90
（二）稀释每股收益(元/股)|十八、2|0.91|0.90
page|56
经营活动产生的现金流量净额||1,122,894,439.10|1,162,686,084.18
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||24,500,000.00|111,867.26
处置固定资产、无形资产和其他长期资产收回的现金净额||1,672,241.00|1,851,202.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|2,381,718.77|
投资活动现金流入小计||28,553,959.77|1,963,069.26
购建固定资产、无形资产和其他长期资产支付的现金||558,053,020.67|1,202,921,260.10
投资支付的现金|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||558,053,020.67|1,202,921,260.10
投资活动产生的现金流量净额||-529,499,060.90|-1,200,958,190.84
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
取得借款收到的现金||300,000,000.00|700,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||300,000,000.00|700,000,000.00
偿还债务支付的现金||420,000,000.00|667,000,000.00
分配股利、利润或偿付利息支付的现金||119,981,209.59|102,678,246.52
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||539,981,209.59|769,678,246.52
筹资活动产生的现金流量净额||-239,981,209.59|-69,678,246.52
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额|七、79|353,414,168.61|-107,950,353.18
加：期初现金及现金等价物余额|七、79|347,004,707.01|454,955,060.19
六、期末现金及现金等价物余额|七、79|700,418,875.62|347,004,707.01
