page|65
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||7,185,399,514.44|8,415,769,864.19
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
page|66
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||51,739,614.54|26,072,366.30
收到其他与经营活动有关的现金|（四十九）|38,436,298.66|103,914,213.82
经营活动现金流入小计||7,275,575,427.64|8,545,756,444.31
购买商品、接受劳务支付的现金||5,634,465,917.03|6,888,468,487.36
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||203,389,013.94|313,865,405.60
支付的各项税费||354,879,708.85|214,359,552.46
支付其他与经营活动有关的现金|（四十九）|215,123,854.51|239,364,579.01
经营活动现金流出小计||6,407,858,494.33|7,656,058,024.43
经营活动产生的现金流量净额||867,716,933.31|889,698,419.88
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||239,406,363.82|284,524,480.58
处置固定资产、无形资产和其他长期资产收回的现金净额||688,328.00|15,909,589.17
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||240,094,691.82|300,434,069.75
购建固定资产、无形资产和其他长期资产支付的现金||170,739,010.55|89,568,538.65
投资支付的现金||44,000,000.00|2,599,500.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||214,739,010.55|92,168,038.65
投资活动产生的现金流量净额||25,355,681.27|208,266,031.10
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||10,005,800.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||770,000,000.00|2,080,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||780,005,800.00|2,080,000,000.00
偿还债务支付的现金||850,000,000.00|2,340,721,156.96
分配股利、利润或偿付利息支付的现金||154,197,332.44|68,006,559.51
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|（四十九）|4,494,800.00|1,262,307.80
page|67
筹资活动现金流出小计||1,008,692,132.44|2,409,990,024.27
筹资活动产生的现金流量净额||-228,686,332.44|-329,990,024.27
四、汇率变动对现金及现金等价物的影响||1,197,300.06|1,443,174.82
五、现金及现金等价物净增加额||665,583,582.20|769,417,601.53
加：期初现金及现金等价物余额||1,236,823,002.23|467,405,400.70
六、期末现金及现金等价物余额||1,902,406,584.43|1,236,823,002.23
