page|73
项目|附注|2020 年度|2019 年度
一、营业总收入||1,077,561,156.89|1,145,787,941.70
其中：营业收入|七、61|1,077,561,156.89|1,145,787,941.70
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||984,877,767.93|967,538,298.65
其中：营业成本|七、61|885,623,509.70|874,015,423.08
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|4,970,274.04|8,622,560.33
销售费用|七、63|8,169,135.96|27,703,955.31
管理费用|七、64|46,528,943.33|41,515,143.46
研发费用|七、65|28,272,751.28|12,670,566.87
财务费用|七、66|11,313,153.62|3,010,649.60
其中：利息费用||1,529,129.03|4,838,154.78
利息收入||5,961,069.72|1,995,745.97
加：其他收益|七、67|4,235,673.17|
投资收益（损失以“－”号填列）|七、68|3,968,766.39|-8,691,656.70
page|74
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|3,027,333.39|4,725,878.23
信用减值损失（损失以“-”号填列）|七、71|269,340.90|-1,497,936.93
资产减值损失（损失以“-”号填列）|||
资产处置收益（损失以“－”号填列）|七、73|-3,014,996.58|-12,562,127.07
三、营业利润（亏损以“－”号填列）||101,169,506.23|160,223,800.58
加：营业外收入|七、74|134,117.13|26,775,639.29
减：营业外支出|七、75|1,262,190.11|221,223.83
四、利润总额（亏损总额以“－”号填列）||100,041,433.25|186,778,216.04
减：所得税费用|七、76|20,740,961.53|44,748,547.98
五、净利润（净亏损以“－”号填列）||79,300,471.72|142,029,668.06
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||79,300,471.72|142,029,668.06
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||79,300,471.72|142,029,668.06
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
page|75
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||79,300,471.72|142,029,668.06
（一）归属于母公司所有者的综合收益总额||79,300,471.72|142,029,668.06
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.35|0.79
（二）稀释每股收益(元/股)||0.35|0.79
