page|60
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||20,485,668,982.27|15,372,952,990.15
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||24,207,744.82|2,391,194.93
收到其他与经营活动有关的现金|七.76|3,696,330,266.26|2,673,263,916.93
经营活动现金流入小计||24,206,206,993.35|18,048,608,102.01
购买商品、接受劳务支付的现金||14,980,114,574.50|18,089,763,501.43
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||822,439,816.47|770,954,463.55
支付的各项税费||2,251,080,491.71|2,787,734,144.40
支付其他与经营活动有关的现金|七.76|6,911,586,739.67|5,020,923,251.01
经营活动现金流出小计||24,965,221,622.35|26,669,375,360.39
经营活动产生的现金流量净额||-759,014,629.00|-8,620,767,258.38
二、投资活动产生的现金流量：|||
收回投资收到的现金||176,420,060.81|341,166,936.41
取得投资收益收到的现金||152,582,077.98|150,467,738.75
处置固定资产、无形资产和其他长期资产收回的现金净额||1,652,314.53|510,444.52
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||330,654,453.32|492,145,119.68
购建固定资产、无形资产和其他长期资产支付的现金||111,541,658.23|137,840,516.99
投资支付的现金||45,633,597.30|310,169,007.70
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||157,175,255.53|448,009,524.69
投资活动产生的现金流量净额||173,479,197.79|44,135,594.99
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||50,700,000.00|3,545,360,000.00
其中：子公司吸收少数股东投资收到的现金||50,700,000.00|562,000,000.00
page|61
取得借款收到的现金||15,111,539,075.39|15,348,022,348.62
收到其他与筹资活动有关的现金|七.76|286,470,000.00|115,080,000.00
筹资活动现金流入小计||15,448,709,075.39|19,008,462,348.62
偿还债务支付的现金||11,315,958,653.44|10,470,256,119.60
分配股利、利润或偿付利息支付的现金||3,099,538,970.45|2,908,613,484.32
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七.76|18,561,693.92|24,485,862.00
筹资活动现金流出小计||14,434,059,317.81|13,403,355,465.92
筹资活动产生的现金流量净额||1,014,649,757.58|5,605,106,882.70
四、汇率变动对现金及现金等价物的影响||-|-962,135.56
五、现金及现金等价物净增加额||429,114,326.37|-2,972,486,916.25
加：期初现金及现金等价物余额||9,062,402,371.69|12,034,889,287.94
六、期末现金及现金等价物余额||9,491,516,698.06|9,062,402,371.69
