page|77
项目|附注|2019 年度|2018 年度
一、营业总收入||460,876,833.63|432,408,066.62
其中：营业收入||460,876,833.63|432,408,066.62
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||287,162,309.57|273,384,151.44
其中：营业成本||207,473,999.63|194,472,575.52
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||6,429,033.75|6,446,611.84
销售费用||31,202,531.59|33,877,027.42
管理费用||25,798,832.87|23,683,821.82
研发费用||27,886,301.16|25,966,714.75
财务费用||-11,628,389.43|-11,062,599.91
其中：利息费用|||
利息收入||8,325,787.41|4,525,774.02
加：其他收益||9,121,772.20|5,078,223.11
投资收益（损失以“－”号填列）||21,503,249.22|21,898,152.39
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”||-159,623.90|
page|78
号填列）|||
资产减值损失（损失以“-”号填列）||-2,997,549.24|-2,211,707.34
资产处置收益（损失以“－”号填列）|||114,169.45
三、营业利润（亏损以“－”号填列）||201,182,372.34|183,902,752.79
加：营业外收入||585,500.45|122,589.40
减：营业外支出||152,805.37|302,685.46
四、利润总额（亏损总额以“－”号填列）||201,615,067.42|183,722,656.73
减：所得税费用||27,887,584.55|26,626,926.98
五、净利润（净亏损以“－”号填列）||173,727,482.87|157,095,729.75
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||173,727,482.87|157,095,729.75
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||173,727,482.87|157,095,729.75
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||20,951.06|48,662.81
（一）归属母公司所有者的其他综合收益的税后净额||20,951.06|48,662.81
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||20,951.06|48,662.81
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
page|79
（8）外币财务报表折算差额||20,951.06|48,662.81
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||173,748,433.93|157,144,392.56
（一）归属于母公司所有者的综合收益总额||173,748,433.93|157,144,392.56
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||1.11|1.01
（二）稀释每股收益(元/股)||1.11|1.01
