page|65
项目|附注|2020 年度|2019 年度
一、营业总收入||662,973,845.22|628,744,707.16
其中：营业收入||662,973,845.22|628,744,707.16
利息收入|||
page|66
已赚保费|||
手续费及佣金收入|||
二、营业总成本||497,022,070.87|493,335,781.01
其中：营业成本||361,914,750.90|359,767,330.51
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||8,756,584.31|8,353,709.85
销售费用||52,466,349.12|51,315,490.71
管理费用||44,456,724.40|45,036,322.51
研发费用||28,358,856.96|29,003,344.99
财务费用||1,068,805.18|-140,417.56
其中：利息费用||7,887.00|11,831.00
利息收入||-4,932,348.54|-552,072.77
加：其他收益||11,792,625.24|9,623,760.01
投资收益（损失以“－”号填列）||2,424,820.65|1,389,735.45
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||529,390.49|
信用减值损失（损失以“-”号填列）||-2,828,543.93|2,023,242.98
资产减值损失（损失以“-”号填列）||-2,049,251.31|-547,291.92
资产处置收益（损失以“－”号填列）||-15,527.82|223,853.28
三、营业利润（亏损以“－”号填列）||175,805,287.67|148,122,225.95
加：营业外收入||1,608,268.32|3,312,135.42
减：营业外支出||2,326,466.93|2,130,250.43
四、利润总额（亏损总额以“－”号填列）||175,087,089.06|149,304,110.94
减：所得税费用||44,387,500.48|22,058,714.83
五、净利润（净亏损以“－”号填列）||130,699,588.58|127,245,396.11
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||130,699,588.58|127,245,396.11
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||130,699,588.58|127,245,396.11
page|67
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||130,699,588.58|127,245,396.11
（一）归属于母公司所有者的综合收益总额||130,699,588.58|127,245,396.11
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.33|0.34
（二）稀释每股收益(元/股)||0.33|0.34
