page|83
项目|附注|2021 年度|2020 年度
一、营业总收入|61|8,139,254,616.14|6,530,134,253.31
其中：营业收入||8,139,254,616.14|6,530,134,253.31
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||8,258,352,961.94|6,041,730,687.96
其中：营业成本|61|5,822,051,028.65|4,315,389,851.90
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|62|30,390,076.26|23,759,021.17
销售费用|63|1,313,514,110.18|881,527,023.01
管理费用|64|664,014,303.73|460,599,604.74
研发费用|65|124,248,677.53|110,155,904.46
财务费用|66|304,134,765.59|250,299,282.68
其中：利息费用||140,516,402.39|80,258,477.43
利息收入||2,943,157.00|12,128,987.47
加：其他收益|67|23,215,379.01|34,681,987.15
投资收益（损失以“－”号填列）|68|18,348,658.32|7,524,487.21
其中：对联营企业和合营企业的投资收益||-353,059.23|950,180.52
以摊余成本计量的金融资产终止确认收益||2,388,946.16|
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|70|4,518,773.79|25,600,016.04
信用减值损失（损失以“-”号填列）|71|-110,472,727.72|-39,515,740.47
资产减值损失（损失以“-”号填列）|72|-23,830,538.80|-2,686,052.55
资产处置收益（损失以“－”号填列）|73|-502,345.26|1,268,550.51
三、营业利润（亏损以“－”号填列）||-207,821,146.46|515,276,813.24
加：营业外收入|74|54,539,447.02|2,201,122.70
减：营业外支出|75|120,882,070.13|42,885,978.85
page|84
四、利润总额（亏损总额以“－”号填列）||-274,163,769.57|474,591,957.09
减：所得税费用|76|-4,525,700.67|57,937,823.95
五、净利润（净亏损以“－”号填列）||-269,638,068.90|416,654,133.14
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-269,638,068.90|416,654,133.14
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-275,532,304.29|378,585,689.15
2.少数股东损益（净亏损以“-”号填列）||5,894,235.39|38,068,443.99
六、其他综合收益的税后净额|77|-179,395,715.41|-6,138,908.66
（一）归属母公司所有者的其他综合收益的税后净额||-191,110,511.66|-6,155,180.37
1．不能重分类进损益的其他综合收益||-66,980,227.94|33,440,728.60
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-66,980,227.94|33,440,728.60
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-124,130,283.72|-39,595,908.97
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-124,130,283.72|-39,595,908.97
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||11,714,796.25|16,271.71
七、综合收益总额||-449,033,784.31|410,515,224.48
（一）归属于母公司所有者的综合收益总额||-466,642,815.95|372,430,508.78
（二）归属于少数股东的综合收益总额||17,609,031.64|38,084,715.70
八、每股收益：|||
page|85
（一）基本每股收益(元/股)||-0.57|1.11
（二）稀释每股收益(元/股)||-0.57|1.10
