page|126
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|461,928,984.00|536,082,540.31
结算备付金||
拆出资金||
交易性金融资产||45,845,624.17
衍生金融资产|128,751.16|
应收票据|161,378,661.88|196,859,843.20
应收账款|798,987,456.97|751,201,481.54
应收款项融资||
预付款项|57,638,118.04|70,255,627.31
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|17,869,358.43|47,570,017.86
其中：应收利息||
应收股利||
买入返售金融资产||
存货|801,321,050.26|593,291,184.00
合同资产||
持有待售资产||
一年内到期的非流动资产|147,477,913.33|
其他流动资产|114,902,060.43|111,012,221.76
流动资产合计|2,561,632,354.50|2,352,118,540.15
非流动资产：||
发放贷款和垫款||
债权投资||147,477,913.33
其他债权投资||
长期应收款||
长期股权投资|4,951,101.13|380,609.38
page|127
其他权益工具投资||9,827,610.00
其他非流动金融资产|133,950,541.11|227,840,000.00
投资性房地产|26,185,185.01|27,948,543.59
固定资产|1,284,578,241.48|1,439,674,549.61
在建工程|131,279,555.77|89,647,428.92
生产性生物资产||
油气资产||
使用权资产|100,182,110.65|
无形资产|964,956,087.16|989,309,858.73
开发支出|176,361,465.19|123,628,730.11
商誉|804,209,260.84|804,209,260.84
长期待摊费用|27,125,083.46|23,669,825.65
递延所得税资产|83,022,890.63|48,077,516.15
其他非流动资产|81,042,568.24|87,369,810.02
非流动资产合计|3,817,844,090.67|4,019,061,656.33
资产总计|6,379,476,445.17|6,371,180,196.48
流动负债：||
短期借款|665,231,973.84|478,949,016.18
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|225,306,720.39|173,994,558.36
应付账款|858,979,838.36|905,228,056.31
预收款项||
合同负债|39,539,289.40|40,188,293.36
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|123,103,015.71|120,585,855.94
应交税费|64,700,827.37|69,415,596.23
其他应付款|409,216,210.91|559,931,187.29
其中：应付利息||
page|128
应付股利|240,004,296.29|343,759,986.83
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|600,880,661.51|221,081,685.24
其他流动负债|198,075,706.31|170,344,919.88
流动负债合计|3,185,034,243.80|2,739,719,168.79
非流动负债：||
保险合同准备金||
长期借款|436,357,400.62|791,379,922.07
应付债券||
其中：优先股||
永续债||
租赁负债|47,188,450.87|
长期应付款||48,896,969.17
长期应付职工薪酬||
预计负债|11,291,679.42|11,438,655.53
递延收益|11,349,319.64|8,095,034.50
递延所得税负债|194,364,668.82|211,764,097.39
其他非流动负债|587,657,593.62|772,280,000.00
非流动负债合计|1,288,209,112.99|1,843,854,678.66
负债合计|4,473,243,356.79|4,583,573,847.45
所有者权益：||
股本|110,670,000.00|110,670,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|503,618,298.37|472,593,519.37
减：库存股||
其他综合收益|-24,732,377.80|4,103,468.50
专项储备||
盈余公积|53,345,234.60|53,345,234.60
一般风险准备||
未分配利润|204,086,090.96|172,269,196.62
page|129
归属于母公司所有者权益合计|846,987,246.13|812,981,419.09
少数股东权益|1,059,245,842.25|974,624,929.94
所有者权益合计|1,906,233,088.38|1,787,606,349.03
负债和所有者权益总计|6,379,476,445.17|6,371,180,196.48
