page|73
项目|附注|2020 年度|2019 年度
一、营业总收入|七、61|21,074,437,344.29|24,661,976,843.46
其中：营业收入|七、61|21,074,437,344.29|24,661,976,843.46
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||21,012,388,251.94|23,861,661,940.01
其中：营业成本|七、61|16,489,858,137.47|19,284,972,117.42
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|79,880,508.10|91,406,589.70
销售费用|七、63|1,360,234,887.73|1,641,579,964.13
管理费用|七、64|270,033,445.67|282,986,180.30
研发费用|七、65|2,578,505,846.31|2,332,455,559.70
财务费用|七、66|233,875,426.66|228,261,528.76
其中：利息费用|七、66|190,996,220.56|243,523,518.27
利息收入|七、66|39,050,781.69|33,716,117.47
加：其他收益|七、67|281,328,732.35|284,478,436.52
投资收益（损失以“－”号填列）|七、68|208,297,287.44|288,400,330.86
其中：对联营企业和合营企业的投资收益|七、68|230,254,461.68|322,191,711.50
以摊余成本计量的金融资产终止确认收益|||
page|74
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
|信用减值损失（损失以“-”号填列）  七、71|-83,893,003.51|-133,554,236.74
|资产减值损失（损失以“-”号填列）  七、72|-257,769,976.29|-122,280,851.69
|资产处置收益（损失以“－”号填列）  七、73|-1,323,032.12|-919,546.10
三、营业利润（亏损以“－”号填列）||208,689,100.22|1,116,439,036.30
加：营业外收入|七、74|6,944,752.74|7,392,719.96
减：营业外支出|七、75|10,323,619.41|9,631,748.02
四、利润总额（亏损总额以“－”号填列）||205,310,233.55|1,114,200,008.24
减：所得税费用|七、76|62,444,915.00|60,351,437.32
五、净利润（净亏损以“－”号填列）||142,865,318.55|1,053,848,570.92
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||142,865,318.55|1,053,848,570.92
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||102,292,206.30|978,779,413.76
2.少数股东损益（净亏损以“-”号填列）||40,573,112.25|75,069,157.16
六、其他综合收益的税后净额||-42,669,058.34|7,790,489.59
（一）归属母公司所有者的其他综合收益的税后净额||-34,948,712.58|3,607,628.53
1．不能重分类进损益的其他综合收益||-115,689.00|-6,933,467.00
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-115,689.00|-6,933,467.00
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-34,833,023.58|10,541,095.53
（1）权益法下可转损益的其他综合收益||-3,479,575.34|
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-31,353,448.24|10,541,095.53
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||-7,720,345.76|4,182,861.06
七、综合收益总额||100,196,260.21|1,061,639,060.51
（一）归属于母公司所有者的综合收益总额||67,343,493.72|982,387,042.29
（二）归属于少数股东的综合收益总额||32,852,766.49|79,252,018.22
八、每股收益：|||
（一）基本每股收益(元/股)||0.09|0.84
（二）稀释每股收益(元/股)||0.09|0.82
