page|62
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,187,129,690.37|3,091,824,747.80
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||53,904,517.42|68,174,289.05
收到其他与经营活动有关的现金||196,913,427.18|333,697,716.07
经营活动现金流入小计||3,437,947,634.97|3,493,696,752.92
购买商品、接受劳务支付的现金||2,059,280,761.01|2,079,236,773.52
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
page|63
支付保单红利的现金|||
支付给职工及为职工支付的现金||908,692,087.96|832,271,643.51
支付的各项税费||108,532,762.04|124,769,975.66
支付其他与经营活动有关的现金||228,838,578.96|216,822,240.99
经营活动现金流出小计||3,305,344,189.97|3,253,100,633.68
经营活动产生的现金流量净额||132,603,445.00|240,596,119.24
二、投资活动产生的现金流量：|||
收回投资收到的现金||162,780,000.00|246,000,000.00
取得投资收益收到的现金||1,392,427.40|17,820,291.20
处置固定资产、无形资产和其他长期资产收回的现金净额||10,309,803.37|32,204,622.37
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||6,955,905.92|26,288,958.77
投资活动现金流入小计||181,438,136.69|322,313,872.34
购建固定资产、无形资产和其他长期资产支付的现金||758,079,071.54|1,009,936,527.00
投资支付的现金||376,530,000.00|499,899,875.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||10,275,873.65|2,980,000.00
投资活动现金流出小计||1,144,884,945.19|1,512,816,402.00
投资活动产生的现金流量净额||-963,446,808.50|-1,190,502,529.66
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||200,000,000.00|1,005,594,305.55
其中：子公司吸收少数股东投资收到的现金||200,000,000.00|300,000,000.00
取得借款收到的现金||2,253,421,974.80|1,951,878,558.16
收到其他与筹资活动有关的现金||355,118,000.00|391,960,250.00
筹资活动现金流入小计||2,808,539,974.80|3,349,433,113.71
偿还债务支付的现金||1,649,145,039.60|1,398,827,562.16
分配股利、利润或偿付利息支付的现金||173,348,479.95|131,506,896.40
其中：子公司支付给少数股东的股利、利润||2,775,000.00|3,250,000.00
支付其他与筹资活动有关的现金||235,091,331.35|351,126,628.36
筹资活动现金流出小计||2,057,584,850.90|1,881,461,086.92
筹资活动产生的现金流量净额||750,955,123.90|1,467,972,026.79
四、汇率变动对现金及现金等价物的影响||-2,005,767.29|9,997,541.14
五、现金及现金等价物净增加额||-81,894,006.89|528,063,157.51
加：期初现金及现金等价物余额||1,110,461,147.13|582,397,989.62
六、期末现金及现金等价物余额||1,028,567,140.24|1,110,461,147.13
