page|58
项目|附注|2019 年度|2018 年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,858,332,239.46|1,927,758,449.64
收到的税费返还||177.19|113,445.07
收到其他与经营活动有关的现金|五、48|47,617,523.11|55,289,242.81
经营活动现金流入小计||1,905,949,939.76|1,983,161,137.52
购买商品、接受劳务支付的现金||1,632,707,586.41|1,745,384,363.85
支付给职工以及为职工支付的现金||74,271,061.16|69,838,229.55
支付的各项税费||52,707,122.83|56,768,426.46
支付其他与经营活动有关的现金|五、48|41,868,491.00|33,062,420.81
经营活动现金流出小计||1,801,554,261.40|1,905,053,440.67
经营活动产生的现金流量净额|五、49|104,395,678.36|78,107,696.85
二、投资活动产生的现金流量：|||
收回投资收到的现金||4,600,000.00|5,558,383.06
取得投资收益收到的现金||71,814,922.87|64,113,894.01
处置固定资产、无形资产和其他长期资产收回的现金净额||3,380,521.20|34,596.00
投资活动现金流入小计||79,795,444.07|69,706,873.07
page|59
购建固定资产、无形资产和其他长期资产支付的现金||16,895,118.41|41,795,841.50
投资支付的现金||46,968,478.17|20,000,000.00
支付其他与投资活动有关的现金|五、48|634,129.55|257,727.59
投资活动现金流出小计||64,497,726.13|62,053,569.09
投资活动产生的现金流量净额||15,297,717.94|7,653,303.98
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
筹资活动现金流入小计||-|-
分配股利、利润或偿付利息支付的现金||8,300,830.41|38,484,972.25
其中：子公司支付给少数股东的股利、利润||3,592,259.81|4,519,254.65
筹资活动现金流出小计||8,300,830.41|38,484,972.25
筹资活动产生的现金流量净额||-8,300,830.41|-38,484,972.25
四、汇率变动对现金及现金等价物的影响||359,505.05|733,392.84
五、现金及现金等价物净增加额|五、49|111,752,070.94|48,009,421.42
加：期初现金及现金等价物余额|五、49|1,360,708,052.48|1,312,698,631.06
六、期末现金及现金等价物余额|五、49|1,472,460,123.42|1,360,708,052.48
