page|117
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|245,756,408.16|709,867,949.10
交易性金融资产|七、2|371,922,243.89|
应收账款|七、5|101,400,665.86|46,109,602.50
预付款项|七、7|3,032,571.99|2,545,610.32
其他应收款|七、8|5,663,199.70|2,352,619.53
存货|七、9|41,412,633.05|23,436,550.08
其他流动资产|七、13|3,668,255.88|751,232.57
流动资产合计||772,855,978.53|785,063,564.10
非流动资产：|||
其他非流动金融资产|七、19|38,419,394.65|
固定资产|七、21|128,656,408.83|89,087,966.51
page|118
在建工程|七、22|86,160,204.92|772,315.59
使用权资产|七、25|7,622,548.36|
无形资产|七、26|21,136,444.87|17,024,392.45
长期待摊费用|七、29|3,488,876.76|1,846,101.15
递延所得税资产|七、30|26,943,768.01|3,484,842.57
其他非流动资产|七、31|15,901,958.88|3,332,252.44
非流动资产合计||328,329,605.28|115,547,870.71
资产总计||1,101,185,583.81|900,611,434.81
流动负债：|||
短期借款|七、32||500,000.00
应付账款|七、36|3,703,805.03|2,199,401.74
合同负债|七、38|3,406,547.91|4,855,882.81
应付职工薪酬|七、39|10,594,715.09|5,777,278.95
应交税费|七、40|8,965,121.48|7,648,150.85
其他应付款|七、41|12,148,372.94|19,788,555.69
一年内到期的非流动负债|七、43|2,925,898.99|
其他流动负债|七、44|113,526.94|542,472.94
流动负债合计||41,857,988.38|41,311,742.98
非流动负债：|||
租赁负债|七、47|4,583,517.18|
递延收益|七、51|2,483,878.15|2,572,336.15
递延所得税负债|七、30|402,716.99|258,990.70
其他非流动负债|七、52|225,000.00|225,000.00
非流动负债合计||7,695,112.32|3,056,326.85
负债合计||49,553,100.70|44,368,069.83
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|60,000,000.00|60,000,000.00
资本公积|七、55|652,465,549.25|606,390,715.87
其他综合收益|七、57|-2,117,085.33|-1,391,278.94
盈余公积|七、59|9,432,054.41|3,395,805.64
未分配利润|七、60|331,851,964.78|187,848,122.41
归属于母公司所有者权益（或股东权益）合计||1,051,632,483.11|856,243,364.98
所有者权益（或股东权益）合计||1,051,632,483.11|856,243,364.98
负债和所有者权益（或股东权益）总计||1,101,185,583.81|900,611,434.81
