page|101
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||12,119,252,426.62|16,311,393,336.03
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||245,267.11
收到其他与经营活动有关的现金|七、78、（1）|734,370,228.36|786,502,975.84
经营活动现金流入小计||12,853,622,654.98|17,098,141,578.98
购买商品、接受劳务支付的现金||10,431,724,356.86|10,859,873,928.43
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,099,681,197.71|1,016,245,481.83
支付的各项税费||213,343,090.97|144,643,632.51
支付其他与经营活动有关的现金|七、78、（2）|472,935,838.03|595,454,037.08
经营活动现金流出小计||12,217,684,483.57|12,616,217,079.85
经营活动产生的现金流量净额||635,938,171.41|4,481,924,499.13
二、投资活动产生的现金流量：|||
收回投资收到的现金||2,480,000,000.00|370,000,000.00
取得投资收益收到的现金||87,127,239.84|11,882,196.25
处置固定资产、无形资产和其他长期资产收回的现金净额||17,856,256.00|
处置子公司及其他营业单位收到的|||
page|102
现金净额|||
收到其他与投资活动有关的现金|七、78、（3）|3,035,000.00|500,000.00
投资活动现金流入小计||2,588,018,495.84|382,382,196.25
购建固定资产、无形资产和其他长期资产支付的现金||253,869,768.08|152,152,831.60
投资支付的现金||6,892,000,000.00|1,560,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78、（4）||23,199,934.00
投资活动现金流出小计||7,145,869,768.08|1,735,352,765.60
投资活动产生的现金流量净额||-4,557,851,272.24|-1,352,970,569.35
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||72,167,000.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||20,000,000.00|55,000,000.00
收到其他与筹资活动有关的现金|七、78、（5）|629,346,074.81|787,929,588.71
筹资活动现金流入小计||721,513,074.81|842,929,588.71
偿还债务支付的现金||55,000,000.00|95,000,000.00
分配股利、利润或偿付利息支付的现金||142,564,415.52|117,593,182.31
其中：子公司支付给少数股东的股利、利润||50,091.10|
支付其他与筹资活动有关的现金|七、78、（6）|1,013,752,161.20|720,993,770.73
筹资活动现金流出小计||1,211,316,576.72|933,586,953.04
筹资活动产生的现金流量净额||-489,803,501.91|-90,657,364.33
四、汇率变动对现金及现金等价物的影响||-228,224.81|-371,127.98
五、现金及现金等价物净增加额||-4,411,944,827.55|3,037,925,437.47
加：期初现金及现金等价物余额||13,583,653,447.31|10,545,728,009.84
六、期末现金及现金等价物余额||9,171,708,619.76|13,583,653,447.31
