page|54
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||3,821,867,905.00|3,574,910,162.81
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产||27,004,325.00|51,798,675.00
应收票据||790,726,854.46|2,927,560,914.01
应收账款||4,728,408,591.67|3,843,248,139.93
应收款项融资||196,101,773.74|236,335,971.75
预付款项||333,917,677.53|154,480,817.71
应收保费|||
page|55
应收分保账款|||
应收分保合同准备金|||
其他应收款||188,767,031.04|213,794,849.93
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||2,730,130,114.08|2,459,043,545.62
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||681,199,620.70|581,149,270.82
流动资产合计||13,498,123,893.22|14,042,322,347.58
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资||26,447,805.00|510,921.44
其他权益工具投资||5,238,891.78|5,318,250.53
其他非流动金融资产|||
投资性房地产|||
固定资产||5,075,352,035.10|4,878,329,468.00
在建工程||630,170,492.00|673,499,999.90
生产性生物资产|||
油气资产|||
使用权资产||89,350,458.28|
无形资产||870,694,347.31|905,757,938.06
开发支出|||2,510,221.13
商誉||132,006,628.79|132,006,628.79
长期待摊费用||40,163,261.40|43,683,959.19
递延所得税资产||314,208,246.51|108,153,244.77
其他非流动资产||70,268,403.47|58,347,590.62
非流动资产合计||7,253,900,569.64|6,808,118,222.43
资产总计||20,752,024,462.86|20,850,440,570.01
流动负债：|||
短期借款||9,594,393,735.83|9,778,889,244.62
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债||175,550.00|36,450.00
应付票据||283,240,766.02|617,263,466.72
page|56
应付账款||918,810,352.26|983,303,363.68
预收款项||548,356.80|1,189,203.12
合同负债||515,816,895.99|795,649,361.08
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||48,167,186.71|23,823,202.26
应交税费||104,689,398.32|63,001,154.89
其他应付款||822,759,528.94|786,414,757.59
其中：应付利息|||
应付股利||455,481.08|455,481.08
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||666,005,713.85|148,793,972.72
其他流动负债||340,912,069.42|101,470,821.39
流动负债合计||13,295,519,554.14|13,299,834,998.07
非流动负债：|||
保险合同准备金|||
长期借款||2,245,221,418.99|1,386,567,253.09
应付债券|||
其中：优先股|||
永续债|||
租赁负债||80,817,474.78|
长期应付款||425,515,861.11|184,030,555.56
长期应付职工薪酬|||
预计负债|||1,178,082.84
递延收益||26,309,999.75|32,654,166.46
递延所得税负债||24,587,953.63|30,670,329.84
其他非流动负债||21,655.35|
非流动负债合计||2,802,474,363.61|1,635,100,387.79
负债合计||16,097,993,917.75|14,934,935,385.86
所有者权益（或股东权益）：|||
实收资本（或股本）||1,371,366,248.00|1,371,366,248.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||1,510,146,024.98|1,962,119,479.77
减：库存股|||
其他综合收益||9,625,875.85|42,403,967.14
page|57
专项储备||38,804,123.07|39,295,241.21
盈余公积||161,642,698.00|161,642,698.00
一般风险准备|||
未分配利润||524,977,617.41|1,397,573,607.55
归属于母公司所有者权益（或股东权益）合计||3,616,562,587.31|4,974,401,241.67
少数股东权益||1,037,467,957.80|941,103,942.48
所有者权益（或股东权益）合计||4,654,030,545.11|5,915,505,184.15
负债和所有者权益（或股东权益）总计||20,752,024,462.86|20,850,440,570.01
