page|59
项目|附注|2021 年度|2020 年度
一、营业总收入|||42,878,357,807.26  34,284,215,420.93
其中：营业收入|||42,878,357,807.26  34,284,215,420.93
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|||42,332,223,559.60  34,029,205,071.45
其中：营业成本|||40,140,057,111.39  31,841,327,858.71
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||68,871,627.73|63,492,387.60
page|60
销售费用||424,260,003.47|712,780,493.32
管理费用||465,788,578.42|450,234,029.07
研发费用||718,512,912.59|497,078,768.41
财务费用||514,733,326.00|464,291,534.34
其中：利息费用||543,263,873.55|463,032,137.23
利息收入||53,551,438.96|39,244,845.32
加：其他收益||29,116,169.15|71,916,995.19
投资收益（损失以“－”号填列）||10,282,730.62|7,385,075.68
其中：对联营企业和合营企业的投资收益||-633,116.44|-861,056.38
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-1,299,189,812.02|15,096,495.35
资产减值损失（损失以“-”号填列）||-15,393.89|-8,294,151.66
资产处置收益（损失以“－”号填列）||1,585,543.03|373,412.42
三、营业利润（亏损以“－”号填列）||-712,086,515.45|341,488,176.46
加：营业外收入||8,263,403.14|6,381,474.15
减：营业外支出||1,620,592.73|6,122,795.50
四、利润总额（亏损总额以“－”号填列）||-705,443,705.04|341,746,855.11
减：所得税费用||-59,537,333.11|77,277,915.65
五、净利润（净亏损以“－”号填列）||-645,906,371.93|264,468,939.46
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-645,906,371.93|264,468,939.46
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-762,988,864.54|227,141,875.43
page|61
2.少数股东损益（净亏损以“-”号填列）||117,082,492.61|37,327,064.03
六、其他综合收益的税后净额||-21,193,667.31|27,770,485.63
（一）归属母公司所有者的其他综合收益的税后净额||-20,484,410.04|27,120,159.19
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-20,484,410.04|27,120,159.19
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备||-20,109,562.73|28,203,517.31
（6）外币财务报表折算差额||-374,847.31|-1,083,358.12
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||-709,257.27|650,326.44
七、综合收益总额||-667,100,039.24|292,239,425.09
（一）归属于母公司所有者的综合收益总额||-783,473,274.58|254,262,034.62
（二）归属于少数股东的综合收益总额||116,373,235.34|37,977,390.47
八、每股收益：|||
（一）基本每股收益(元/股)||-0.56|0.17
（二）稀释每股收益(元/股)||-0.56|0.17
