page|91
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|242,529,873.39|256,803,712.76
结算备付金|||
拆出资金|||
交易性金融资产|七、2|200,000,000.00|
衍生金融资产|||
应收票据|七、4|4,736,942.91|4,010,642.16
应收账款|七、5|141,105,695.78|49,014,481.19
应收款项融资|||
预付款项|七、7|2,694,639.55|3,468,062.94
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|4,617,728.68|4,604,034.67
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|51,524,200.00|46,436,285.53
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|1,432.18|1,009.15
流动资产合计||647,210,512.49|364,338,228.40
非流动资产：|||
发放贷款和垫款|||
page|92
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|七、21|37,507,333.48|34,749,919.59
在建工程|七、22|27,763,020.06|
生产性生物资产|||
油气资产|||
使用权资产|七、25|2,280,679.93|
无形资产|七、26|18,432,671.13|18,528,375.62
开发支出|||
商誉|||
长期待摊费用|七、29|1,531,047.24|4,689,007.69
递延所得税资产|七、30|4,808,463.27|4,838,667.23
其他非流动资产|七、31|175,088,705.48|
非流动资产合计||267,411,920.59|62,805,970.13
资产总计||914,622,433.08|427,144,198.53
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|七、36|25,179,349.29|22,732,290.15
预收款项|||
合同负债|七、38|4,270,353.53|13,272,528.15
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|9,632,042.50|8,629,329.52
应交税费|七、40|24,957,714.79|27,296,582.49
其他应付款|七、41|8,155,950.74|4,892,753.31
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|727,852.59|
其他流动负债|||
流动负债合计||72,923,263.44|76,823,483.62
非流动负债：|||
保险合同准备金|||
长期借款|||
page|93
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|1,487,169.61|
长期应付款|||
长期应付职工薪酬|||
预计负债|七、50|2,004,338.53|1,720,568.51
递延收益|七、51||3,000,000.00
递延所得税负债|七、30|763,305.82|
其他非流动负债|||
非流动负债合计||4,254,813.96|4,720,568.51
负债合计||77,178,077.40|81,544,052.13
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|55,900,000.00|41,925,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|394,287,986.09|17,061,857.77
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|七、59|30,942,157.86|24,576,519.05
一般风险准备|||
未分配利润|七、60|356,314,211.73|262,036,769.58
归属 于母公司所有 者权益（或股东权益）合计||837,444,355.68|345,600,146.40
少数股东权益|||
所 有 者 权 益 （ 或 股 东 权益）合计||837,444,355.68|345,600,146.40
负债和所有者权益（或股东权益）总计||914,622,433.08|427,144,198.53
