page|70
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|87,823,432.84|72,655,875.02
结算备付金||
page|71
拆出资金||
交易性金融资产||
衍生金融资产||
应收票据|7,986,864.06|10,330,094.42
应收账款|487,062,957.06|803,129,117.16
应收款项融资|3,146,460.76|5,069,457.62
预付款项|77,993,684.16|39,293,482.50
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|28,510,361.79|54,926,766.23
其中：应收利息||
应收股利||
买入返售金融资产||
存货|541,591,394.95|541,491,741.90
合同资产|930,372,271.69|1,156,503,607.83
持有待售资产||
一年内到期的非流动资产||
其他流动资产|277,003,179.65|280,965,571.44
流动资产合计|2,441,490,606.96|2,964,365,714.12
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||2,443,776.28
长期股权投资|187,082,206.15|171,777,538.57
其他权益工具投资|2,500,000.00|2,500,000.00
其他非流动金融资产||
投资性房地产||
固定资产|1,509,884,527.71|1,677,742,746.82
在建工程|497,162,360.47|542,620,831.86
生产性生物资产||
油气资产||
使用权资产|35,873,912.03|
page|72
无形资产|160,948,379.91|173,238,905.00
开发支出||
商誉||
长期待摊费用|1,058,600.92|2,062,054.38
递延所得税资产||
其他非流动资产|176,601,455.68|191,152,692.58
非流动资产合计|2,571,111,442.87|2,763,538,545.49
资产总计|5,012,602,049.83|5,727,904,259.61
流动负债：||
短期借款|1,340,508,795.35|1,352,305,426.53
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据||
应付账款|172,392,462.54|185,340,385.46
预收款项||
合同负债|38,982,751.45|47,596,586.46
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|166,137,689.37|145,645,972.82
应交税费|359,381,114.16|387,952,281.62
其他应付款|1,025,900,496.27|875,794,768.76
其中：应付利息|203,935,936.42|161,955,285.18
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|1,608,756,515.03|1,330,504,964.91
其他流动负债|15,075,129.70|14,225,938.14
流动负债合计|4,727,134,953.87|4,339,366,324.70
非流动负债：||
page|73
保险合同准备金||
长期借款|0.00|179,798,444.44
应付债券||
其中：优先股||
永续债||
租赁负债|32,242,792.48|
长期应付款||76,561,264.56
长期应付职工薪酬||
预计负债|12,148,092.14|30,702,597.00
递延收益|128,936,112.10|128,414,957.24
递延所得税负债||
其他非流动负债||
非流动负债合计|173,326,996.72|415,477,263.24
负债合计|4,900,461,950.59|4,754,843,587.94
所有者权益：||
股本|253,556,828.00|253,556,828.00
其他权益工具||
其中：优先股||
永续债||
资本公积|740,477,303.30|740,477,303.30
减：库存股||
其他综合收益|-31,597.46|-22,084.12
专项储备|8,859,891.69|8,101,012.48
盈余公积|211,879,937.60|211,879,937.60
一般风险准备||
未分配利润|-1,232,005,347.84|-394,213,492.05
归属于母公司所有者权益合计|-17,262,984.71|819,779,505.21
少数股东权益|129,403,083.95|153,281,166.46
所有者权益合计|112,140,099.24|973,060,671.67
负债和所有者权益总计|5,012,602,049.83|5,727,904,259.61
