page|101
项目 附注 2019年度 2018年度|||
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||27,133,193,311.25|24,266,254,591.87
收到的税费返还||9,314,136.00|5,999,560.00
page|102
收到其他与经营活动有关的现金|七、76|405,504,659.87|355,459,361.99
经营活动现金流入小计||27,548,012,107.12|24,627,713,513.86
购买商品、接受劳务支付的现金||14,699,346,924.02|11,627,280,926.98
应收保理款净增加额||245,430,774.48|-3,420,583.46
支付给职工及为职工支付的现金||10,248,266,680.61|9,758,483,121.29
支付的各项税费||660,456,492.78|660,759,337.27
支付其他与经营活动有关的现金|七、76|1,034,933,101.38|997,797,601.44
经营活动现金流出小计||26,888,433,973.27|23,040,900,403.52
经营活动产生的现金流量净额||659,578,133.85|1,586,813,110.34
二、投资活动产生的现金流量：|||
收回投资收到的现金||26,431,128.28|8,878,611.11
取得投资收益收到的现金||77,353,025.35|120,675,976.26
处置固定资产、无形资产和其他长期资产收回的现金净额||48,057,446.12|39,543,526.91
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、76|23,578,866,783.16|20,997,303,994.88
投资活动现金流入小计||23,730,708,382.91|21,166,402,109.16
购建固定资产、无形资产和其他长期资产支付的现金||1,526,119,131.23|843,225,995.67
投资支付的现金||86,104,650.00|103,297,853.00
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、76|23,993,496,207.89|21,054,492,314.00
投资活动现金流出小计||25,605,719,989.12|22,001,016,162.67
投资活动产生的现金流量净额||-1,875,011,606.21|-834,614,053.51
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||418,867,430.79
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||2,813,732,330.98|2,463,888,655.08
收到其他与筹资活动有关的现金|七、76|397,000,460.82|13,700,000.00
筹资活动现金流入小计||3,210,732,791.80|2,896,456,085.87
偿还债务支付的现金||2,655,830,193.50|2,541,257,019.08
分配股利、利润或偿付利息支付的现金||279,490,806.68|237,093,589.48
其中：子公司支付给少数股东的股利、利润|||
page|103
支付其他与筹资活动有关的现金||496,312,883.67|59,322,315.51
筹资活动现金流出小计|七、76|3,431,633,883.85|2,837,672,924.07
筹资活动产生的现金流量净额||-220,901,092.05|58,783,161.80
四、汇率变动对现金及现金等价物的影响||964,164.09|2,334,370.06
五、现金及现金等价物净增加额||-1,435,370,400.32|813,316,588.69
加：期初现金及现金等价物余额||2,712,100,266.89|1,898,783,678.20
六、期末现金及现金等价物余额||1,276,729,866.57|2,712,100,266.89
