page|78
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||5,819,465,525.68|4,781,113,602.65
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||84,608,098.67|58,495,917.58
收到其他与经营活动有关的现金|七.78(1)|324,462,090.66|581,686,414.01
经营活动现金流入小计||6,228,535,715.01|5,421,295,934.24
购买商品、接受劳务支付的现金||2,322,659,814.18|2,898,903,653.50
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||237,533,845.70|181,342,772.32
支付的各项税费||876,997,960.72|847,535,489.19
支付其他与经营活动有关的现金|七.78(2)|311,681,951.24|468,863,138.15
经营活动现金流出小计||3,748,873,571.84|4,396,645,053.16
经营活动产生的现金流量净额||2,479,662,143.17|1,024,650,881.08
二、投资活动产生的现金流量：|||
收回投资收到的现金||2,043,990.18|32,343,768.95
取得投资收益收到的现金||46,502,895.47|31,192,812.01
处置固定资产、无形资产和其他长期资产收回的现金净额||348,296.00|66,780.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||48,895,181.65|63,603,360.96
购建固定资产、无形资产和其他长期资产支付的现金||218,912,049.39|97,185,111.17
投资支付的现金||121,851,372.00|986,587,000.00
质押贷款净增加额|||
page|79
取得子公司及其他营业单位支付的现金净额|||9,681,093.55
支付其他与投资活动有关的现金|七.78(4)|472,721.54|
投资活动现金流出小计||341,236,142.93|1,093,453,204.72
投资活动产生的现金流量净额||-292,340,961.28|-1,029,849,843.76
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||4,444,500.00|23,333,300.00
其中：子公司吸收少数股东投资收到的现金||4,444,500.00|20,000,000.00
取得借款收到的现金||1,118,133,336.73|2,459,130,010.11
发行债券收到的现金||2,500,000,000.00|3,190,000,000.00
收到其他与筹资活动有关的现金|七.78(5)|5,950,000.00|12,000,000.00
筹资活动现金流入小计||3,628,527,836.73|5,684,463,310.11
偿还债务支付的现金||5,134,202,141.47|3,536,161,915.02
分配股利、利润或偿付利息支付的现金||480,240,387.48|433,897,151.47
其中：子公司支付给少数股东的股利、利润||8,336,562.96|
支付其他与筹资活动有关的现金|七.78(6)|399,385,341.60|43,144,468.41
筹资活动现金流出小计||6,013,827,870.55|4,013,203,534.90
筹资活动产生的现金流量净额||-2,385,300,033.82|1,671,259,775.21
四、汇率变动对现金及现金等价物的影响||-729.79|
五、现金及现金等价物净增加额|七.79(1)|-197,979,581.72|1,666,060,812.53
加：期初现金及现金等价物余额||3,757,358,086.10|2,091,297,273.57
六、期末现金及现金等价物余额|七.79(4)|3,559,378,504.38|3,757,358,086.10
