page|71
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|1,422,491,577.64|1,163,878,151.56
结算备付金|||
拆出资金|||
交易性金融资产|七、2|21,190,000.00|52,610,325.90
衍生金融资产|||
应收票据|七、4|15,135,375.95|
应收账款|七、5|1,343,663,589.73|1,608,191,799.92
应收款项融资|七、6|124,905,601.63|82,757,899.40
预付款项|七、7|265,191,152.90|288,463,632.52
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|90,357,511.34|156,919,023.14
其中：应收利息|||
应收股利|||2,115,985.51
买入返售金融资产|||
存货|七、9|779,855,020.97|891,950,125.59
合同资产|||
持有待售资产|七、11|1,304,980.00|
page|72
一年内到期的非流动资产|||
其他流动资产|七、13|72,319,553.05|192,977,653.36
流动资产合计||4,136,414,363.21|4,437,748,611.39
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|705,047,508.29|672,953,745.55
其他权益工具投资|七、18|20,791,071.00|15,687,855.31
其他非流动金融资产|||
投资性房地产|七、20|70,196,518.60|113,352,219.54
固定资产|七、21|3,037,425,002.86|3,008,388,335.76
在建工程|七、22|442,639,039.83|632,855,448.62
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|304,612,783.48|405,464,714.24
开发支出|||
商誉|七、28|453,134,262.65|1,100,392,354.86
长期待摊费用|七、29|102,049,051.74|115,126,813.17
递延所得税资产|七、30|121,373,574.81|136,573,260.13
其他非流动资产|七、31|14,585,090.22|16,235,524.70
非流动资产合计||5,271,853,903.48|6,217,030,271.88
资产总计||9,408,268,266.69|10,654,778,883.27
流动负债：|||
短期借款|七、32|685,093,911.94|850,111,525.68
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|83,981,410.00|83,224,710.29
应付账款|七、36|1,286,919,193.28|1,497,297,432.38
预收款项|||485,291,341.80
合同负债|七、38|504,487,762.59|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|232,213,416.45|193,757,759.67
应交税费|七、40|102,952,676.01|190,636,608.87
其他应付款|七、41|255,785,595.65|349,517,328.97
其中：应付利息|||
应付股利||7,899,469.52|7,899,469.52
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|1,172,248,535.18|294,251,514.63
page|73
其他流动负债|七、44|306,736,250.13|149,784,986.18
流动负债合计||4,630,418,751.23|4,093,873,208.47
非流动负债：|||
保险合同准备金|||
长期借款|七、45|1,566,861,154.32|2,198,281,649.70
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七、48|94,453,749.81|99,574,793.01
长期应付职工薪酬|七、49|21,955,968.72|21,991,813.64
预计负债|七、50|125,076,004.55|121,584,102.31
递延收益|七、51|65,955,669.28|107,514,898.16
递延所得税负债|七、30|26,258,963.78|24,736,633.90
其他非流动负债|||
非流动负债合计||1,900,561,510.46|2,573,683,890.72
负债合计||6,530,980,261.69|6,667,557,099.19
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|852,291,316.00|852,291,316.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|722,907,513.79|723,018,794.55
减：库存股|||
其他综合收益|七、58|-115,647,335.00|-20,305,090.87
专项储备|||
盈余公积|七、60|765,039,293.24|765,039,293.24
一般风险准备|||
未分配利润|七、61|200,140,471.15|1,030,244,049.84
归属于母公司所有者权益（或股东权益）合计||2,424,731,259.18|3,350,288,362.76
少数股东权益||452,556,745.82|636,933,421.32
所有者权益（或股东权益）合计||2,877,288,005.00|3,987,221,784.08
负债和所有者权益（或股东权益）总计||9,408,268,266.69|10,654,778,883.27
