page|86
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|530,666,884.58|798,859,151.37
结算备付金||
拆出资金||
交易性金融资产|17,990,733.92|
衍生金融资产||
应收票据|59,986,060.66|143,264,297.24
应收账款|971,676,340.62|911,405,913.06
应收款项融资|97,768,197.35|7,500,000.00
预付款项|350,126,909.03|745,772,955.78
应收保费||
应收分保账款||
page|87
应收分保合同准备金||
其他应收款|488,307,119.13|680,729,851.45
其中：应收利息||
应收股利||
买入返售金融资产||
存货|255,913,539.14|424,923,416.94
合同资产|776,272,584.27|692,859,894.17
持有待售资产||
一年内到期的非流动资产||
其他流动资产|303,053,972.18|584,774,106.37
流动资产合计|3,851,762,340.88|4,990,089,586.38
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|34,588,211.26|32,844,642.93
其他权益工具投资|3,600,000.00|3,600,000.00
其他非流动金融资产||
投资性房地产|499,754,704.77|199,878,641.96
固定资产|1,824,760,503.76|1,738,943,294.20
在建工程|172,215,299.76|391,463,072.91
生产性生物资产||
油气资产||
使用权资产|24,915,926.19|
无形资产|718,301,826.38|743,753,116.51
开发支出||8,834,887.03
商誉|485,573,817.56|491,640,624.49
长期待摊费用|24,171,674.07|34,333,573.23
递延所得税资产|69,488,473.11|75,325,108.51
其他非流动资产|1,200.00|9,048,321.63
非流动资产合计|3,857,371,636.86|3,729,665,283.40
资产总计|7,709,133,977.74|8,719,754,869.78
流动负债：||
page|88
短期借款|1,405,223,640.04|1,773,546,880.28
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债|3,191,020.00|278,000.00
应付票据|722,731,821.70|782,379,303.40
应付账款|387,786,162.15|272,720,402.22
预收款项||
合同负债|51,644,171.12|101,167,341.58
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|38,537,638.14|40,608,035.32
应交税费|26,857,278.95|27,419,095.73
其他应付款|323,551,296.59|596,534,049.44
其中：应付利息||
应付股利|1,922,240.00|6,302,240.00
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|215,739,956.41|566,250,000.00
其他流动负债|101,894,744.28|432,950,442.41
流动负债合计|3,277,157,729.38|4,593,853,550.38
非流动负债：||
保险合同准备金||
长期借款|1,470,614,081.00|1,279,954,261.68
应付债券||
其中：优先股||
永续债||
租赁负债|12,066,685.37|
长期应付款|269,330,118.83|109,546,633.69
长期应付职工薪酬||
预计负债|21,428,840.50|22,599,581.51
page|89
递延收益|315,628,676.05|294,287,051.67
递延所得税负债|16,199,089.11|17,522,641.17
其他非流动负债||
非流动负债合计|2,105,267,490.86|1,723,910,169.72
负债合计|5,382,425,220.24|6,317,763,720.10
所有者权益：||
股本|562,368,594.00|562,368,594.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,349,994,204.22|1,345,766,923.67
减：库存股||
其他综合收益|-3,191,020.00|-278,000.00
专项储备|4,885,323.86|7,538,668.90
盈余公积|81,873,006.26|76,760,607.13
一般风险准备||
未分配利润|-51,854,620.91|-59,924,147.68
归属于母公司所有者权益合计|1,944,075,487.43|1,932,232,646.02
少数股东权益|382,633,270.07|469,758,503.66
所有者权益合计|2,326,708,757.50|2,401,991,149.68
负债和所有者权益总计|7,709,133,977.74|8,719,754,869.78
