page|66
项目|2020 年度|2019 年度
一、营业总收入|9,014,562,161.13|9,335,484,647.69
其中：营业收入|4,563,912,718.55|4,686,686,076.25
利息收入|170,219,372.12|304,183,443.94
手续费及佣金收入|4,280,430,070.46|4,344,615,127.50
二、营业总成本|7,716,304,247.20|7,544,069,065.28
其中：营业成本|3,147,924,227.14|3,486,383,226.32
税金及附加|59,035,016.81|82,299,715.03
销售费用|107,245,346.75|157,704,957.36
管理费用|3,863,146,548.91|3,219,021,744.64
研发费用|176,420,298.05|200,717,097.75
财务费用|362,532,809.54|397,942,324.18
其中：利息费用|400,996,823.04|407,276,159.83
利息收入|40,360,933.07|13,704,208.95
加：其他收益|70,000,523.10|59,744,055.42
投资收益（损失以“－”号填列）|398,723,907.02|305,886,214.54
其中：对联营企业和合营企业的投资收益|329,319,522.95|290,055,845.79
以摊余成本计量的金融资产终止确认收益|0.00|0.00
公允价值变动收益（损失以“－”号填列）|-2,192,964.52|-99,135.29
信用减值损失（损失以“-”号填列）|-146,178,604.68|-20,261,590.13
资产减值损失（损失以“-”号填列）|-44,400,281.09|-28,345,390.62
page|67
项目|2020 年度|2019 年度
资产处置收益（损失以“-”号填列）|-548,507.56|1,040,359.11
三、营业利润（亏损以“－”号填列）|1,573,661,986.20|2,109,380,095.44
加：营业外收入|67,150,198.18|-20,851,791.65
减：营业外支出|13,789,830.93|22,191,926.64
四、利润总额（亏损总额以“－”号填列）|1,627,022,353.45|2,066,336,377.15
减：所得税费用|348,568,156.28|458,923,206.85
五、净利润（净亏损以“－”号填列）|1,278,454,197.17|1,607,413,170.30
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|1,278,454,197.17|1,607,413,170.30
2.终止经营净利润（净亏损以“－”号填列）|0.00|0.00
（二）按所有权归属分类||
1.归属于母公司股东的净利润|410,478,764.48|490,335,005.26
2.少数股东损益|867,975,432.69|1,117,078,165.04
六、其他综合收益的税后净额|-53,576,757.52|8,924,569.06
归属母公司所有者的其他综合收益的税后净额|-27,556,044.46|3,218,277.19
（一）不能重分类进损益的其他综合收益|-1,955,136.82|-3,459.24
1.其他权益工具投资公允价值变动|-1,955,136.82|-3,459.24
（二）将重分类进损益的其他综合收益|-25,600,907.64|3,221,736.43
1.权益法下可转损益的其他综合收益|6,440,509.55|1,452,135.62
2.其他债权投资公允价值变动|877,758.40|526,313.36
3.金融资产重分类计入其他综合收益的金额|0.00|0.00
4.其他债权投资信用减值准备|-105,876.98|0.00
5.现金流量套期储备|0.00|0.00
6.外币财务报表折算差额|-32,813,298.61|1,243,287.45
归属于少数股东的其他综合收益的税后净额|-26,020,713.06|5,706,291.87
七、综合收益总额|1,224,877,439.65|1,616,337,739.36
归属于母公司所有者的综合收益总额|382,922,720.02|493,553,282.45
归属于少数股东的综合收益总额|841,954,719.63|1,122,784,456.91
八、每股收益：||
（一）基本每股收益|0.5830|0.6964
（二）稀释每股收益|0.5830|0.6964
