page|79
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|566,930,192.07|311,009,942.74
结算备付金||
拆出资金||
交易性金融资产|190,460,972.23|
衍生金融资产||
应收票据||93,687,619.54
应收账款|364,153,956.31|239,064,270.46
应收款项融资|93,416,280.65|
预付款项|60,705,212.20|72,382,224.12
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|7,582,540.78|6,064,236.05
其中：应收利息||
应收股利||
买入返售金融资产||
存货|838,562,205.60|735,841,983.23
合同资产|14,127,518.75|
持有待售资产||
一年内到期的非流动资产||
其他流动资产|6,036,479.89|972,366.67
流动资产合计|2,141,975,358.48|1,459,022,642.81
非流动资产：||
发放贷款和垫款||
债权投资||
page|80
其他债权投资||
长期应收款||
长期股权投资|140,071,220.36|138,836,636.82
其他权益工具投资|23,230,023.23|26,777,437.44
其他非流动金融资产||
投资性房地产||
固定资产|173,945,645.44|199,073,809.93
在建工程|47,692,075.31|582,440.22
生产性生物资产||
油气资产||
使用权资产||
无形资产|38,105,957.90|36,777,189.78
开发支出||
商誉||
长期待摊费用|1,500,253.41|2,255,030.64
递延所得税资产|25,911,160.19|15,139,167.04
其他非流动资产|6,071,499.06|1,098,638.30
非流动资产合计|456,527,834.90|420,540,350.17
资产总计|2,598,503,193.38|1,879,562,992.98
流动负债：||
短期借款|10,012,687.53|27,503,920.14
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|314,889,395.64|244,493,222.39
应付账款|256,519,304.92|272,529,852.53
预收款项|330,509.81|609,321,910.02
合同负债|697,865,754.43|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|62,779,149.55|58,257,499.81
page|81
应交税费|20,601,628.29|15,105,569.18
其他应付款|2,078,661.00|2,267,543.77
其中：应付利息||98,112.05
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|4,029,256.35|3,960,000.00
其他流动负债|6,512,280.36|
流动负债合计|1,375,618,627.88|1,233,439,517.84
非流动负债：||
保险合同准备金||
长期借款|43,580,165.42|46,640,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债|9,390,640.28|10,347,678.58
递延收益|34,419,130.43|18,460,753.77
递延所得税负债|91,056.37|
其他非流动负债||
非流动负债合计|87,480,992.50|75,448,432.35
负债合计|1,463,099,620.38|1,308,887,950.19
所有者权益：||
股本|183,600,000.00|137,700,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|555,436,631.01|105,016,560.27
减：库存股||
其他综合收益|-3,015,302.08|
专项储备|5,091,507.64|2,431,149.01
page|82
盈余公积|36,641,044.59|29,839,487.28
一般风险准备||
未分配利润|301,163,837.68|244,316,520.65
归属于母公司所有者权益合计|1,078,917,718.84|519,303,717.21
少数股东权益|56,485,854.16|51,371,325.58
所有者权益合计|1,135,403,573.00|570,675,042.79
负债和所有者权益总计|2,598,503,193.38|1,879,562,992.98
