page|70
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|149,804,879.36|191,119,412.53
结算备付金||
拆出资金||
交易性金融资产|442,200.00|
衍生金融资产||
应收票据|261,300,333.49|210,229,030.53
应收账款|379,256,188.90|275,851,369.91
应收款项融资|1,539,665.25|8,791,682.66
预付款项|23,420,189.87|18,477,289.17
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|8,627,627.69|13,139,906.41
其中：应收利息||
应收股利||
买入返售金融资产||
存货|159,499,859.97|125,153,510.12
合同资产||
持有待售资产||
一年内到期的非流动资产|104,251,848.62|67,595,925.09
其他流动资产|6,460,387.56|23,349,583.75
流动资产合计|1,094,603,180.71|933,707,710.17
非流动资产：||
发放贷款和垫款||
债权投资||
page|71
其他债权投资||
长期应收款|104,121,091.57|152,402,826.57
长期股权投资||
其他权益工具投资|20,000,000.00|40,000,000.00
其他非流动金融资产||
投资性房地产||
固定资产|394,304,783.53|407,024,129.58
在建工程|28,908,127.59|8,916,225.59
生产性生物资产||
油气资产||
使用权资产||
无形资产|30,924,201.31|31,814,236.10
开发支出||
商誉||
长期待摊费用|14,053,149.93|15,953,153.69
递延所得税资产|42,041,159.66|57,609,286.70
其他非流动资产|12,381,375.00|63,222,248.26
非流动资产合计|646,733,888.59|776,942,106.49
资产总计|1,741,337,069.30|1,710,649,816.66
流动负债：||
短期借款|209,946,038.89|296,612,819.69
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|49,142,542.39|49,644,497.46
应付账款|309,891,103.11|216,758,522.73
预收款项||2,942,027.36
合同负债|14,212,621.07|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|34,010,520.12|33,668,145.87
page|72
应交税费|7,636,046.03|2,856,636.93
其他应付款|58,063,398.53|61,666,495.61
其中：应付利息||
应付股利||101,570.36
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债|25,798,487.78|13,582,002.81
流动负债合计|708,700,757.92|677,731,148.46
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|25,891,451.67|30,276,641.67
递延所得税负债||
其他非流动负债||
非流动负债合计|25,891,451.67|30,276,641.67
负债合计|734,592,209.59|708,007,790.13
所有者权益：||
股本|618,502,423.00|618,502,423.00
其他权益工具||
其中：优先股||
永续债||
资本公积|209,289,132.48|186,398,035.48
减：库存股|46,756,500.00|46,756,500.00
其他综合收益|-17,000,000.00|
专项储备||
page|73
盈余公积|85,568,399.51|73,737,390.91
一般风险准备||
未分配利润|158,603,711.53|172,200,641.80
归属于母公司所有者权益合计|1,008,207,166.52|1,004,081,991.19
少数股东权益|-1,462,306.81|-1,439,964.66
所有者权益合计|1,006,744,859.71|1,002,642,026.53
负债和所有者权益总计|1,741,337,069.30|1,710,649,816.66
