page|126
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||974,793,319.14|574,173,036.30
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||8,926,895.65|7,801,964.88
收到其他与经营活动有关的现金|七、78|23,167,858.49|22,616,810.55
经营活动现金流入小计||1,006,888,073.28|604,591,811.73
购买商品、接受劳务支付的现金||747,819,865.75|354,362,641.81
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||120,626,261.17|92,605,753.55
支付的各项税费||18,834,616.62|14,674,347.74
支付其他与经营活动有关的现金|七、78|46,570,995.18|47,212,223.87
经营活动现金流出小计||933,851,738.72|508,854,966.97
经营活动产生的现金流量净额||73,036,334.56|95,736,844.76
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||37,857.21|329,077.84
处置固定资产、无形资产和其他长期资产收回的现金净额||2,655,200.00|862,244.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78||51,516,827.72
投资活动现金流入小计||2,693,057.21|52,708,149.56
购建固定资产、无形资产和其他长期资产支付的现金||224,418,280.59|133,632,645.48
投资支付的现金|||3,800,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78||53,700,000.00
投资活动现金流出小计||224,418,280.59|191,132,645.48
投资活动产生的现金流量净额||-221,725,223.38|-138,424,495.92
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,518,000.00|159,019,000.00
page|127
其中：子公司吸收少数股东投资收到的现金||1,518,000.00|
取得借款收到的现金||460,232,750.00|238,094,096.80
收到其他与筹资活动有关的现金|七、78||23,340,000.00
筹资活动现金流入小计||461,750,750.00|420,453,096.80
偿还债务支付的现金||273,731,534.52|165,773,414.93
分配股利、利润或偿付利息支付的现金||16,762,587.05|19,512,680.56
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|46,136,879.13|49,205,071.23
筹资活动现金流出小计||336,631,000.70|234,491,166.72
筹资活动产生的现金流量净额||125,119,749.30|185,961,930.08
四、汇率变动对现金及现金等价物的影响||-788,883.21|-438,751.14
五、现金及现金等价物净增加额||-24,358,022.73|142,835,527.78
加：期初现金及现金等价物余额||194,801,132.92|51,965,605.14
六、期末现金及现金等价物余额||170,443,110.19|194,801,132.92
