page|52
项目|附注|2020 年度|2019 年度
一、营业收入|注释 61|1,388,383,103.51|1,417,563,548.60
减：营业成本|注释 61|1,092,532,646.06|1,026,713,428.90
税金及附加|注释 62|17,536,871.13|16,471,117.61
销售费用|注释 63|39,728,933.98|64,209,289.24
管理费用|注释 64|58,951,415.03|61,499,821.74
研发费用|注释 65|53,293,181.85|18,111,509.83
财务费用|注释 66|34,330,942.75|31,478,065.17
其中：利息费用||16,239,052.08|21,388,661.11
利息收入||3,152,504.11|1,782,071.43
加：其他收益|注释 67|838,034.84|430,585.43
投资收益（损失以“－”号填列）|注释 68|19,532,121.76|16,620,772.47
其中：对联营企业和合营企业的投资收益||13,873,543.60|11,980,792.61
以摊余成本计量的金融资产终止确认收益|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|注释 71|-7,732,057.46|-75,678,384.39
资产减值损失（损失以“-”号填列）|注释 72|-35,904,606.86|-75,242,703.95
资产处置收益（损失以“－”号填列）|注释 73|7,578.86|
二、营业利润（亏损以“－”号填列）||68,750,183.85|65,210,585.67
加：营业外收入|注释 74|3,652,284.39|5,152,617.14
减：营业外支出|注释 75|398,338.12|26,160.34
page|53
三、利润总额（亏损总额以“－”号填列）||72,004,130.12|70,337,042.47
减：所得税费用|注释 76|6,655,332.02|7,674,853.14
四、净利润（净亏损以“－”号填列）||65,348,798.10|62,662,189.33
（一）持续经营净利润（净亏损以“－”号填列）||65,348,798.10|62,662,189.33
（二）终止经营净利润（净亏损以“－”号填列）|||
五、其他综合收益的税后净额|注释 77|3,404,927.97|
（一）不能重分类进损益的其他综合收益|||
1.重新计量设定受益计划变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变动|||
4.企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益||3,404,927.97|
1.权益法下可转损益的其他综合收益|||
2.其他债权投资公允价值变动|||
3.金融资产重分类计入其他综合收益的金额|||
4 以公允价值计量且且其变动计入其他综合收益的金融资产信用减值准备||3,404,927.97|
5.其他债权投资信用减值准备|||
6.现金流量套期储备|||
7.外币财务报表折算差额|||
8.其他|||
六、综合收益总额||68,753,726.07|62,662,189.33
七、每股收益：|||
（一）基本每股收益(元/股)||0.38|0.37
（二）稀释每股收益(元/股)||0.38|0.37
