page|68
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||1,638,852,904.50|1,478,165,789.54
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据||1,222,000.00|25,205,127.36
应收账款||1,127,687,196.48|1,283,585,091.47
应收款项融资||292,092,568.79|603,576,102.10
预付款项||92,574,272.58|51,747,531.29
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||6,966,252.53|11,929,579.80
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||1,207,175,505.75|635,148,647.73
合同资产||14,394,152.49|45,350,837.62
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||258,726,513.14|134,680,700.01
流动资产合计||4,639,691,366.26|4,269,389,406.92
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资||1,354,963,620.40|1,547,219,629.68
其他权益工具投资|||
其他非流动金融资产||48,740,028.00|43,064,800.00
page|69
投资性房地产||8,850,044.60|9,492,328.24
固定资产||14,759,761,256.40|15,586,674,455.76
在建工程||774,885,172.72|366,260,682.91
生产性生物资产|||
油气资产|||
使用权资产||7,209,096.39|
无形资产||577,657,566.57|588,057,300.74
开发支出|||
商誉||221,014,544.44|221,014,544.44
长期待摊费用||3,346,145.63|1,797,281.75
递延所得税资产||80,788,940.70|80,443,133.76
其他非流动资产||156,820,396.43|10,542,801.23
非流动资产合计||17,994,036,812.28|18,454,566,958.51
资产总计||22,633,728,178.54|22,723,956,365.43
流动负债：|||
短期借款||6,478,022,791.21|5,256,533,029.11
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||222,851,287.09|463,832,388.68
应付账款||1,902,365,394.71|1,436,715,655.52
预收款项||2,848,600.00|
合同负债||992,931,085.20|982,003,551.04
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||53,089,597.63|42,927,486.74
应交税费||63,206,692.58|69,067,571.95
其他应付款||126,131,384.10|168,104,621.13
其中：应付利息|||20,896,257.02
应付股利||8,153,426.58|13,705,130.58
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||3,542,877,221.21|1,735,986,593.50
其他流动负债||76,048,010.96|46,621,777.06
流动负债合计||13,460,372,064.69|10,201,792,674.73
非流动负债：|||
保险合同准备金|||
长期借款||8,251,020,298.20|10,097,231,352.90
应付债券|||
其中：优先股|||
永续债|||
租赁负债||3,789,658.90|
长期应付款||2,595,682,469.16|1,132,342,440.60
长期应付职工薪酬|||
page|70
预计负债|||
递延收益||257,083,384.95|239,633,593.09
递延所得税负债||4,992,054.22|4,722,438.95
其他非流动负债||160,759,736.90|237,424,071.64
非流动负债合计||11,273,327,602.33|11,711,353,897.18
负债合计||24,733,699,667.02|21,913,146,571.91
所有者权益（或股东权益）：|||
实收资本（或股本）||1,966,675,153.00|1,966,675,153.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||1,720,076,241.63|1,711,352,210.56
减：库存股|||
其他综合收益||206,729,114.22|18,511,340.02
专项储备||150,432,394.63|121,401,414.37
盈余公积||125,455,180.11|125,455,180.11
一般风险准备|||
未分配利润||-6,277,913,811.28|-3,341,041,347.86
归属于母公司所有者权益（或股东权益）合计||-2,108,545,727.69|602,353,950.20
少数股东权益||8,574,239.21|208,455,843.32
所有者权益（或股东权益）合计||-2,099,971,488.48|810,809,793.52
负债和所有者权益（或股东权益）总计||22,633,728,178.54|22,723,956,365.43
