page|54
项目|附注|2019 年度|2018 年度
一、营业总收入||111,070,495.39|65,403,885.16
其中：营业收入|七、61|111,070,495.39|65,403,885.16
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||158,387,569.78|117,557,435.14
其中：营业成本|七、61|107,417,316.33|61,289,740.60
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|2,045,517.65|2,807,579.73
销售费用|七、63|1,421,809.42|1,234,690.46
管理费用|七、64|41,373,449.52|45,337,775.05
研发费用|||
财务费用|七、66|6,129,476.86|6,887,649.30
其中：利息费用||6,340,381.61|7,345,118.76
利息收入||232,890.82|477,161.80
加：其他收益|七、67|29,891.17|
投资收益（损失以“－”号填列）|七、68|100,068,317.32|-63,752,730.46
其中：对联营企业和合营企业的投资收益||75,509,530.05|-91,699,429.11
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|643.96|
信用减值损失（损失以“-”号填列）|七、71|-531,477.11|
资产减值损失（损失以“-”号填列）|七、72|171,742.75|-115,562.80
资产处置收益（损失以“－”号填列）|七、73||10,416.17
三、营业利润（亏损以“－”号填列）||52,422,043.70|-116,011,427.07
加：营业外收入|七、74|6,949.41|219,400.00
减：营业外支出|七、75|2,776,366.66|41,890.93
四、利润总额（亏损总额以“－”号填列）||49,652,626.45|-115,833,918.00
减：所得税费用|七、76|25,789,715.65|766,111.77
五、净利润（净亏损以“－”号填列）||23,862,910.80|-116,600,029.77
page|55
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||23,862,910.80|-116,600,029.77
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||23,862,910.80|-116,583,904.65
2.少数股东损益（净亏损以“-”号填列）|||-16,125.12
六、其他综合收益的税后净额|七、77|34,316,633.50|-101,457,772.50
（一）归属母公司所有者的其他综合收益的税后净额||34,316,633.50|-101,457,772.50
1．不能重分类进损益的其他综合收益||34,316,633.50|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||34,316,633.50|
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||-101,457,772.50
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||-101,457,772.50
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||58,179,544.30|-218,057,802.27
（一）归属于母公司所有者的综合收益总额||58,179,544.30|-218,041,677.15
（二）归属于少数股东的综合收益总额|||-16,125.12
八、每股收益：|||
（一）基本每股收益(元/股)|十八、2|0.05|-0.24
（二）稀释每股收益(元/股)|十八、2|0.05|-0.24
