page|153
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||822,123,692.60|608,545,407.84
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||21,014,981.21|17,946,537.23
收到其他与经营活动有关的现金||38,451,420.37|21,782,395.92
经营活动现金流入小计||881,590,094.18|648,274,340.99
购买商品、接受劳务支付的现金||319,356,508.56|232,532,109.01
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||234,408,743.35|149,540,806.16
支付的各项税费||36,733,028.34|44,242,275.59
支付其他与经营活动有关的现金||109,025,565.58|85,543,588.71
经营活动现金流出小计||699,523,845.83|511,858,779.47
page|154
经营活动产生的现金流量净额||182,066,248.35|136,415,561.52
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||2,942,068.58|7,183,082.72
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||460,000,000.00|886,600,000.00
投资活动现金流入小计||462,942,068.58|893,783,082.72
购建固定资产、无形资产和其他长期资产支付的现金||121,573,898.41|54,077,839.26
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||11,549,923.14|5,219,849.36
支付其他与投资活动有关的现金||460,000,000.00|891,937,139.00
投资活动现金流出小计||593,123,821.55|951,234,827.62
投资活动产生的现金流量净额||-130,181,752.97|-57,451,744.90
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||560,000.00|1,898,250.00
其中：子公司吸收少数股东投资收到的现金||560,000.00|1,898,250.00
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||560,000.00|1,898,250.00
偿还债务支付的现金||2,098,499.10|800,000.00
分配股利、利润或偿付利息支付的现金||75,152,398.28|50,683,343.46
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||6,276,857.14|1,000,000.00
筹资活动现金流出小计||83,527,754.52|52,483,343.46
筹资活动产生的现金流量净额||-82,967,754.52|-50,585,093.46
四、汇率变动对现金及现金等价物的影响||-4,964,091.23|-3,577,494.09
五、现金及现金等价物净增加额||-36,047,350.37|24,801,229.07
加：期初现金及现金等价物余额||844,754,945.82|819,953,716.75
六、期末现金及现金等价物余额||808,707,595.45|844,754,945.82
