page|135
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||653,643,712.94|543,858,464.83
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||36,829,538.63|11,836,208.19
收到其他与经营活动有关的现金|七、78|157,813,258.28|33,685,691.47
经营活动现金流入小计||848,286,509.85|589,380,364.49
购买商品、接受劳务支付的现金||591,668,218.11|311,428,485.04
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
page|136
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||79,577,038.72|64,121,909.22
支付的各项税费||48,996,494.49|29,588,586.87
支付其他与经营活动有关的现金|七、78|181,367,622.97|61,082,456.97
经营活动现金流出小计||901,609,374.29|466,221,438.10
经营活动产生的现金流量净额||-53,322,864.43|123,158,926.39
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额|||65,798.68
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计|||65,798.68
购建固定资产、无形资产和其他长期资产支付的现金||379,839,343.46|99,739,897.24
投资支付的现金||1,650,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|62,096.78|
投资活动现金流出小计||381,551,440.24|99,739,897.24
投资活动产生的现金流量净额||-381,551,440.24|-99,674,098.56
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||375,384,905.66|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||535,827,785.00|375,496,331.13
收到其他与筹资活动有关的现金|七、78|141,684,696.68|
筹资活动现金流入小计||1,052,897,387.34|375,496,331.13
偿还债务支付的现金||514,025,543.63|339,899,540.72
分配股利、利润或偿付利息支付的现金||17,161,217.05|18,160,656.12
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|31,873,142.63|42,176,809.94
筹资活动现金流出小计||563,059,903.31|400,237,006.78
page|137
筹资活动产生的现金流量净额||489,837,484.03|-24,740,675.65
四、汇率变动对现金及现金等价物的影响||118,360.10|280,250.37
五、现金及现金等价物净增加额||55,081,539.45|-975,597.45
加：期初现金及现金等价物余额||40,698,924.48|41,674,521.93
六、期末现金及现金等价物余额||95,780,463.93|40,698,924.48
