page|127
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|159,779,409.48|66,472,474.48
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|七、4|223,112,681.37|233,414,298.07
应收账款|七、5|385,987,818.43|328,261,130.33
应收款项融资|七、6|3,657,971.00|223,436.00
预付款项|七、7|52,311,854.66|22,592,397.44
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|2,212,783.10|1,056,038.13
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|573,613,415.14|408,681,543.68
合同资产|七、10|5,426,500.96|2,633,064.47
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|36,642,474.54|984,905.29
流动资产合计||1,442,744,908.68|1,064,319,287.89
page|128
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|1,621,800.65|
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|七、21|209,825,267.46|219,341,123.92
在建工程|七、22|428,271,580.70|67,926,866.51
生产性生物资产|||
油气资产|||
使用权资产|七、25|2,795,291.06|
无形资产|七、26|33,720,628.35|34,432,402.61
开发支出|||
商誉|||
长期待摊费用|七、29|2,028,650.75|
递延所得税资产|七、30|18,865,908.06|15,788,223.53
其他非流动资产|七、31|59,812,459.53|26,529,110.26
非流动资产合计||756,941,586.56|364,017,726.83
资产总计||2,199,686,495.24|1,428,337,014.72
流动负债：|||
短期借款|七、32|284,052,092.41|350,084,237.57
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|379,452,192.77|178,874,145.54
应付账款|七、36|169,468,245.97|108,118,035.11
预收款项|||
合同负债|七、38|2,665,661.36|23,778,617.13
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|23,152,574.49|12,723,767.37
应交税费|七、40|13,050,450.07|17,032,215.43
其他应付款|七、41|457,792.65|286,803.75
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|2,580,613.13|
其他流动负债|七、44|75,985,434.27|44,071,884.65
流动负债合计||950,865,057.12|734,969,706.55
page|129
非流动负债：|||
保险合同准备金|||
长期借款|七、45|159,156,859.92|104,650,256.41
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|1,545,315.74|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|47,713,289.04|35,893,459.40
递延所得税负债||15,846.88|
其他非流动负债|||
非流动负债合计||208,431,311.58|140,543,715.81
负债合计||1,159,296,368.70|875,513,422.36
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|140,000,000.00|105,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|705,585,306.00|391,944,657.77
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|七、59|24,775,586.18|10,809,662.12
一般风险准备|||
未分配利润|七、60|170,029,234.36|45,069,272.47
归属于母公司所有者权益（或股东权益）合计||1,040,390,126.54|552,823,592.36
少数股东权益|||
所有者权益（或股东权益）合计||1,040,390,126.54|552,823,592.36
负债和所有者权益（或股东权益）总计||2,199,686,495.24|1,428,337,014.72
