page|50
项目|附注|2020 年度|2019 年度
一、营业总收入||2,304,550,442.98|1,563,779,136.33
其中：营业收入|注释 61|2,304,550,442.98|1,563,779,136.33
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,248,867,689.27|1,509,595,649.17
page|51
其中：营业成本|注释 61|2,042,610,414.26|1,354,372,961.33
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|注释 62|5,882,281.19|4,256,513.88
销售费用|注释 63|15,727,573.10|13,879,138.66
管理费用|注释 64|70,069,009.19|58,049,344.42
研发费用|注释 65|74,509,299.18|50,288,888.95
财务费用|注释 66|40,069,112.35|28,748,801.93
其中：利息费用||38,068,334.29|28,258,729.31
利息收入||724,976.89|470,348.01
加：其他收益|注释 67|12,520,764.55|14,908,364.81
投资收益（损失以“－”号填列）|注释 68|496,505.63|2,614,387.70
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|注释 70|1,216,491.88|1,331,092.83
信用减值损失（损失以“-”号填列）|注释 71|-7,157,430.45|-3,165,615.10
资产减值损失（损失以“-”号填列）|注释 72|-19,220,470.39|-39,244.73
资产处置收益（损失以“－”号填列）|注释 73|-1,436,959.73|-1,248,707.81
三、营业利润（亏损以“－”号填列）||42,101,655.20|68,583,764.86
加：营业外收入|注释 74|1,795,659.83|11,728,751.45
减：营业外支出|注释 75|670,056.59|300,000.00
四、利润总额（亏损总额以“－”号填列）||43,227,258.44|80,012,516.31
减：所得税费用|注释 76|-976,560.60|6,833,751.26
五、净利润（净亏损以“－”号填列）||44,203,819.04|73,178,765.05
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||44,203,819.04|73,178,765.05
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||44,203,819.04|73,178,765.05
page|52
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||-314,553.00|-314,296.77
（一）归属母公司所有者的其他综合收益的税后净额||-314,553.00|-314,296.77
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-314,553.00|-314,296.77
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备||-340,155.25|-314,296.77
（5）现金流量套期储备|||
（6）外币财务报表折算差额||25,602.25|
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||43,889,266.04|72,864,468.28
（一）归属于母公司所有者的综合收益总额||43,889,266.04|72,864,468.28
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.3250|0.5320
（二）稀释每股收益(元/股)||0.3250|0.5320
