page|70
项目|附注|2021 年度|2020 年度
一、营业总收入||717,526,128.25|685,431,238.99
其中：营业收入|七、61|717,526,128.25|685,431,238.99
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||704,870,888.67|660,202,558.61
其中：营业成本|七、61|572,906,370.02|535,590,923.83
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|8,320,337.90|7,434,517.17
销售费用|七、63|87,805,080.22|84,655,234.27
管理费用|七、64|64,284,572.78|61,712,998.52
研发费用|七、65|11,743,940.54|11,464,324.32
财务费用|七、66|-40,189,412.79|-40,655,439.50
其中：利息费用||1,316,169.68|1,366,129.65
利息收入||42,217,583.91|43,908,417.49
加：其他收益|七、67|5,631,668.35|3,511,030.01
投资收益（损失以“－”号填列）|七、68|20,182,290.36|19,987,195.14
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
page|71
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|-26,145,255.54|35,705,051.52
信用减值损失（损失以“-”号填列）|七、71|-2,101,571.43|-8,118,247.66
资产减值损失（损失以“-”号填列）|七、72|-2,330,460.16|-1,295,880.31
资产处置收益（损失以“－”号填列）|七、73|141,797.74|581,665.24
三、营业利润（亏损以“－”号填列）||8,033,708.90|75,599,494.32
加：营业外收入|七、74|739,171.11|3,074,987.87
减：营业外支出|七、75|2,847,855.11|7,338,913.64
四、利润总额（亏损总额以“－”号填列）||5,925,024.90|71,335,568.55
减：所得税费用|七、76|-3,342,091.38|13,103,102.15
五、净利润（净亏损以“－”号填列）||9,267,116.28|58,232,466.40
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||9,267,116.28|58,232,466.40
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||8,658,258.15|58,049,318.45
2.少数股东损益（净亏损以“-”号填列）||608,858.13|183,147.95
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
page|72
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||9,267,116.28|58,232,466.40
（一）归属于母公司所有者的综合收益总额||8,658,258.15|58,049,318.45
（二）归属于少数股东的综合收益总额||608,858.13|183,147.95
八、每股收益：|||
（一）基本每股收益(元/股)||0.0157|0.1055
（二）稀释每股收益(元/股)|||
