page|92
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||4,011,777,408.10|3,743,561,710.63
客户存款和同业存放款项净增加额||-|-
向中央银行借款净增加额||-|-
向其他金融机构拆入资金净增加额||-|-
收到原保险合同保费取得的现金||-|-
收到再保业务现金净额||-|-
保户储金及投资款净增加额||-|-
收取利息、手续费及佣金的现金||-|-
拆入资金净增加额||-|-
回购业务资金净增加额||-|-
代理买卖证券收到的现金净额||-|-
收到的税费返还||30,606,074.92|70,532,965.83
收到其他与经营活动有关的现金|七、76|799,941,410.21|745,967,168.01
经营活动现金流入小计||4,842,324,893.23|4,560,061,844.47
购买商品、接受劳务支付的现金||2,451,805,797.29|2,160,325,551.71
客户贷款及垫款净增加额||-|-
存放中央银行和同业款项净增加额||-|-
支付原保险合同赔付款项的现金||-|-
拆出资金净增加额||-|-
支付利息、手续费及佣金的现金||-|-
支付保单红利的现金||-|-
page|93
支付给职工及为职工支付的现金||882,907,476.06|748,471,966.59
支付的各项税费||164,138,982.78|159,938,741.58
支付其他与经营活动有关的现金|七、76|989,065,469.11|1,061,465,066.53
经营活动现金流出小计||4,487,917,725.24|4,130,201,326.41
经营活动产生的现金流量净额|七、77|354,407,167.99|429,860,518.06
二、投资活动产生的现金流量：||-|-
收回投资收到的现金||515,105,728.70|649,049,447.04
取得投资收益收到的现金||8,142,790.48|6,950,383.29
处置固定资产、无形资产和其他长期资产收回的现金净额||6,650,472.01|6,507,427.44
处置子公司及其他营业单位收到的现金净额||-|43,750,000.00
收到其他与投资活动有关的现金|七、76|27,941,534.42|169,955,542.86
投资活动现金流入小计||557,840,525.61|876,212,800.63
购建固定资产、无形资产和其他长期资产支付的现金||131,069,472.14|157,528,987.34
投资支付的现金||334,665,620.14|956,418,497.94
质押贷款净增加额||-|-
取得子公司及其他营业单位支付的现金净额||-|-
支付其他与投资活动有关的现金|七、76|-|20,000,000.00
投资活动现金流出小计||465,735,092.28|1,133,947,485.28
投资活动产生的现金流量净额||92,105,433.33|-257,734,684.65
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||15,210,000.00|16,605,433.24
其中：子公司吸收少数股东投资收到的现金||15,210,000.00|16,605,433.24
取得借款收到的现金||593,000,000.00|743,950,000.00
收到其他与筹资活动有关的现金|七、76|270,370,000.00|187,928,996.88
筹资活动现金流入小计||878,580,000.00|948,484,430.12
偿还债务支付的现金||740,750,000.00|665,464,522.00
分配股利、利润或偿付利息支付的现金||97,491,587.29|102,942,330.22
其中：子公司支付给少数股东的股利、利润||32,798,051.46|11,316,129.59
支付其他与筹资活动有关的现金|七、76|294,726,368.07|344,424,711.84
筹资活动现金流出小计||1,132,967,955.36|1,112,831,564.06
筹资活动产生的现金流量净额||-254,387,955.36|-164,347,133.94
四、汇率变动对现金及现金等价物的影响||665,290.05|-1,089,999.18
page|94
五、现金及现金等价物净增加额|七、77|192,789,936.01|6,688,700.29
加：期初现金及现金等价物余额||743,277,096.96|736,588,396.67
六、期末现金及现金等价物余额|七、77|936,067,032.97|743,277,096.96
