page|94
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|646,458,178.85|170,366,601.11
结算备付金||-|-
拆出资金||-|-
交易性金融资产||10,000,000.00|-
衍生金融资产||-|-
应收票据|七、4|140,311,600.11|123,953,953.77
应收账款|七、5|122,208,223.01|94,849,139.11
应收款项融资|七、6|18,695,803.94|-
预付款项|七、7|1,651,127.39|1,391,182.58
应收保费||-|-
应收分保账款||-|-
应收分保合同准备金||-|-
其他应收款|七、8|383,598.28|182,000.55
其中：应收利息||-|-
应收股利||-|-
买入返售金融资产||-|-
存货|七、9|181,352,115.90|158,635,354.94
合同资产||-|-
持有待售资产||-|-
一年内到期的非流动资产||-|-
其他流动资产|七、13|12,160,354.15|10,370,899.41
流动资产合计||1,133,221,001.63|559,749,131.47
非流动资产：|||
发放贷款和垫款||-|-
债权投资||-|-
其他债权投资||-|-
长期应收款||-|-
长期股权投资||-|-
其他权益工具投资||-|-
其他非流动金融资产||-|-
投资性房地产||-|-
page|95
固定资产|七、21|396,591,699.45|374,728,136.25
在建工程|七、22|25,297,457.61|16,491,250.10
生产性生物资产||-|-
油气资产||-|-
使用权资产||-|-
无形资产|七、26|40,072,372.65|40,826,751.70
开发支出||-|-
商誉||-|-
长期待摊费用|七、29|6,221,709.85|4,556,257.89
递延所得税资产|七、30|5,886,806.00|1,910,091.69
其他非流动资产|七、31|14,417,343.62|9,178,624.66
非流动资产合计||488,487,389.18|447,691,112.29
资产总计||1,621,708,390.81|1,007,440,243.76
流动负债：|||
短期借款|七、32|10,012,375.00|-
向中央银行借款||-|-
拆入资金||-|-
交易性金融负债||-|-
衍生金融负债||-|-
应付票据|七、35|-|11,870,000.00
应付账款|七、36|96,940,616.16|78,484,401.00
预收款项|七、37|-|5,710,173.42
合同负债|七、38|3,651,035.81|-
卖出回购金融资产款||-|-
吸收存款及同业存放||-|-
代理买卖证券款||-|-
代理承销证券款||-|-
应付职工薪酬|七、39|26,705,435.87|20,467,466.86
应交税费|七、40|11,215,483.20|4,986,992.12
其他应付款|七、41|4,288,830.71|1,626,145.91
其中：应付利息||-|-
应付股利||-|-
应付手续费及佣金||-|-
应付分保账款||-|-
持有待售负债||-|-
一年内到期的非流动负债|七、43|13,380,134.89|42,278,188.65
其他流动负债|七、44|96,689,901.92|73,966,089.80
流动负债合计||262,883,813.56|239,389,457.76
非流动负债：|||
page|96
保险合同准备金||-|-
长期借款|七、45|-|37,811,366.40
应付债券||-|-
其中：优先股||-|-
永续债||-|-
租赁负债||-|-
长期应付款|七、48|-|13,380,135.01
长期应付职工薪酬||-|-
预计负债||-|-
递延收益|七、51|46,256,548.98|32,429,254.16
递延所得税负债|七、30|5,302,067.85|6,259,954.42
其他非流动负债||-|-
非流动负债合计||51,558,616.83|89,880,709.99
负债合计||314,442,430.39|329,270,167.75
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|100,000,000.00|75,000,000.00
其他权益工具||-|-
其中：优先股||-|-
永续债||-|-
资本公积|七、55|930,127,945.59|421,750,652.88
减：库存股||-|-
其他综合收益||-|-
专项储备|七、58|3,834,677.47|2,814,711.15
盈余公积|七、59|28,367,649.54|18,721,911.19
一般风险准备||-|-
未分配利润|七、60|244,935,687.82|159,882,800.79
归属于母公司所有者权益（或股东权益）合计||1,307,265,960.42|678,170,076.01
少数股东权益||-|-
所有者权益（或股东权益）合计||1,307,265,960.42|678,170,076.01
负债和所有者权益（或股东权益）总计||1,621,708,390.81|1,007,440,243.76
