page|60
项目|2020 年度|2019 年度
一、营业总收入|691,742,269.12|721,557,440.51
其中：营业收入|691,742,269.12|721,557,440.51
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|686,630,062.93|713,911,668.31
其中：营业成本|613,228,694.51|634,502,127.35
利息支出||
手续费及佣金支出||
退保金||
page|61
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|3,575,851.98|3,900,270.42
销售费用|15,417,760.60|20,879,256.97
管理费用|34,481,219.11|38,034,071.63
研发费用|7,285,833.84|6,649,163.02
财务费用|12,640,702.89|9,946,778.92
其中：利息费用|8,508,919.02|10,638,951.99
利息收入|838,314.39|631,958.95
加：其他收益|2,264,506.66|259,080.00
投资收益（损失以“－”号填列）|165,317.73|180,964.60
其中：对联营企业和合营企业的投资收益||
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）||
信用减值损失（损失以“-”号填列）|207,383.73|190,618.99
资产减值损失（损失以“-”号填列）|170,241.33|-385,333.82
资产处置收益（损失以“-”号填列）|817,533.49|9,298.34
三、营业利润（亏损以“－”号填列）|8,737,189.13|7,900,400.31
加：营业外收入|488,657.30|334,950.66
减：营业外支出|408,809.90|484,592.52
四、利润总额（亏损总额以“－”号填列）|8,817,036.53|7,750,758.45
减：所得税费用|1,986,849.13|2,290,709.30
page|62
五、净利润（净亏损以“－”号填列）|6,830,187.40|5,460,049.15
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|6,830,187.40|5,460,049.15
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|6,830,187.40|5,460,049.15
2.少数股东损益||
六、其他综合收益的税后净额||
归属母公司所有者的其他综合收益的税后净额||
（一）不能重分类进损益的其他综合收益||
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益||
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额||
7.其他||
归属于少数股东的其他综合收益||
page|63
的税后净额||
七、综合收益总额|6,830,187.40|5,460,049.15
归属于母公司所有者的综合收益总额|6,830,187.40|5,460,049.15
归属于少数股东的综合收益总额||
八、每股收益：||
（一）基本每股收益|0.0241|0.0193
（二）稀释每股收益|0.0241|0.0193
