page|135
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||593,092,418.58|413,006,598.36
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
page|136
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、78(1)|103,595,742.56|67,003,015.20
经营活动现金流入小计||696,688,161.14|480,009,613.56
购买商品、接受劳务支付的现金||474,267,471.85|237,951,600.18
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||95,493,605.70|62,213,315.53
支付的各项税费||27,983,989.10|13,507,361.94
支付其他与经营活动有关的现金|七、78(2)|37,837,309.80|53,163,610.63
经营活动现金流出小计||635,582,376.45|366,835,888.28
经营活动产生的现金流量净额||61,105,784.69|113,173,725.28
二、投资活动产生的现金流量：|||
收回投资收到的现金|||1,396,589,240.81  1,312,000,000.00
取得投资收益收到的现金||36,709,694.25|8,047,684.96
处置固定资产、无形资产和其他长期资产收回的现金净额||140,552.71|37,176.34
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||5,703,145.21|5,550,714.95
投资活动现金流入小计|||1,439,142,632.98  1,325,635,576.25
page|137
购建固定资产、无形资产和其他长期资产支付的现金||241,116,407.90|104,102,739.45
投资支付的现金|||1,230,914,252.00  1,453,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计|||1,472,030,659.90  1,557,102,739.45
投资活动产生的现金流量净额||-32,888,026.92|-231,467,163.20
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||7,254,898.98|-
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||29,104,150.00|22,988,771.58
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||36,359,048.98|22,988,771.58
偿还债务支付的现金||34,669,243.47|-
分配股利、利润或偿付利息支付的现金||16,352,117.79|20,181,184.40
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||17,152,503.61|-
筹资活动现金流出小计||68,173,864.87|20,181,184.40
筹资活动产生的现金流量净额||-31,814,815.89|2,807,587.18
四、汇率变动对现金及现金等价物的影响||-1,594,565.56|-4,007,926.17
五、现金及现金等价物净增加额||-5,191,623.68|-119,493,776.91
加：期初现金及现金等价物余额||335,299,234.99|454,793,011.90
六、期末现金及现金等价物余额||330,107,611.31|335,299,234.99
