page|91
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金|78|713,686,609.98|532,036,736.45
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|78|65,047,967.88|24,077,464.67
经营活动现金流入小计||778,734,577.86|556,114,201.12
购买商品、接受劳务支付的现金|78|88,361,519.76|74,937,675.41
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金|78|214,385,384.90|152,068,713.87
支付的各项税费|78|40,287,587.90|45,416,989.80
支付其他与经营活动有关的现金|78|58,339,256.96|94,317,109.55
经营活动现金流出小计||401,373,749.52|366,740,488.63
经营活动产生的现金流量净额||377,360,828.34|189,373,712.49
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||6,589,070.40|783,724.07
page|92
处置固定资产、无形资产和其他长期资产收回的现金净额|||40,273.82
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|78|642,188,388.83|
投资活动现金流入小计||648,777,459.23|823,997.89
购建固定资产、无形资产和其他长期资产支付的现金|78|3,594,484.64|4,272,977.15
投资支付的现金|78|618,695,170.90|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|78|1,098,000,000.00|
投资活动现金流出小计||1,720,289,655.54|4,272,977.15
投资活动产生的现金流量净额||-1,071,512,196.31|-3,448,979.26
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|78|536,382,864.76|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|78|3,130,685.68|
筹资活动现金流入小计||539,513,550.44|
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金|78|60,513,929.08|44,293,880.63
其中：子公司支付给少数股东的股利、利润||1,474,629.18|3,180,173.58
支付其他与筹资活动有关的现金|78|26,943,521.88|
筹资活动现金流出小计||87,457,450.96|44,293,880.63
筹资活动产生的现金流量净额||452,056,099.48|-44,293,880.63
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-242,095,268.49|141,630,852.60
加：期初现金及现金等价物余额||854,525,451.49|712,894,598.89
六、期末现金及现金等价物余额||612,430,183.00|854,525,451.48
