page|110
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||167,579,937.37|278,387,481.02
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、78|20,323,311.35|17,664,882.67
经营活动现金流入小计||187,903,248.72|296,052,363.69
购买商品、接受劳务支付的现金||177,905,933.97|138,188,438.02
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||35,302,023.32|25,323,701.93
支付的各项税费||29,201,647.58|48,665,388.91
支付其他与经营活动有关的现金|七、78|36,537,854.19|41,138,896.47
page|111
经营活动现金流出小计||278,947,459.06|253,316,425.33
经 营 活动 产生 的 现金 流量净额||-91,044,210.34|42,735,938.36
二、投资活动产生的现金流量：|||
收回投资收到的现金||599,500,000.00|97,090,000.00
取得投资收益收到的现金||4,135,085.29|727,899.72
处置固定资产、无形资产和其他长期资产收回的现金净额|||3,000.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78||
投资活动现金流入小计||603,635,085.29|97,820,899.72
购建固定资产、无形资产和其他长期资产支付的现金||23,030,372.85|8,326,632.59
投资支付的现金||1,328,000,000.00|76,590,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78||
投资活动现金流出小计||1,351,030,372.85|84,916,632.59
投 资 活动 产生 的 现金 流量净额||-747,395,287.56|12,904,267.13
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||948,400,800.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||5,000,000.00
收到其他与筹资活动有关的现金|七、78|2,333,384.33|
筹资活动现金流入小计||950,734,184.33|5,000,000.00
偿还债务支付的现金|||5,000,000.00
分配股利、利润或偿付利息支付的现金||23,788,000.00|20,076,645.83
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|22,178,646.33|2,987,547.16
筹资活动现金流出小计||45,966,646.33|28,064,192.99
筹 资 活动 产生 的 现金 流量净额||904,767,538.00|-23,064,192.99
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||66,328,040.10|32,576,012.50
加：期初现金及现金等价物余额||118,623,494.11|86,047,481.61
六、期末现金及现金等价物余额||184,951,534.21|118,623,494.11
