page|58
项目|附注|2021 年度|2020 年度
一、营业总收入||927,247,957.98|819,658,703.68
其中：营业收入|61|927,247,957.98|819,658,703.68
利息收入|||
已赚保费|||
手续费及佣金收入|||
page|59
二、营业总成本||581,424,364.13|548,518,594.28
其中：营业成本|61|398,359,984.01|389,273,867.22
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|62|104,620,598.06|99,675,374.14
销售费用|63|28,128,038.63|21,825,125.40
管理费用|64|57,953,477.15|58,417,370.40
研发费用|65|6,552,903.76|4,928,955.02
财务费用|66|-14,190,637.48|-25,602,097.90
其中：利息费用|||
利息收入||14,349,037.13|25,848,532.76
加：其他收益|67|7,227,035.66|6,413,315.41
投资收益（损失以“－”号填列）|68|159,865,810.16|224,556,366.26
其中：对联营企业和合营企业的投资收益||58,644,981.85|57,831,436.70
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|71|-335,311.71|52,756.36
资产减值损失（损失以“-”号填列）|||
资产处置收益（损失以“－”号填列）|73|5,522,481.12|-1,272.93
三、营业利润（亏损以“－”号填列）||518,103,609.08|502,161,274.50
加：营业外收入|74|524,415.80|524,305.25
减：营业外支出|75|732,278.68|3,816,664.04
四、利润总额（亏损总额以“－”号填列）||517,895,746.20|498,868,915.71
减：所得税费用|76|75,057,487.98|93,923,372.87
五、净利润（净亏损以“－”号填列）||442,838,258.22|404,945,542.84
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||442,838,258.22|401,489,004.19
2.终止经营净利润（净亏损以“－”号填列）|||3,456,538.65
（二）按所有权归属分类|||
1.归属于母公司股东的净利润||431,999,273.14|397,337,292.45
page|60
（净亏损以“-”号填列）|||
2.少数股东损益（净亏损以“-”号填列）||10,838,985.08|7,608,250.39
六、其他综合收益的税后净额|77|-189,542,012.21|-258,101,378.64
（一）归属母公司所有者的其他综合收益的税后净额||-189,542,012.21|-258,101,378.64
1．不能重分类进损益的其他综合收益||-189,542,012.21|-258,101,378.64
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-189,542,012.21|-258,101,378.64
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||253,296,246.01|146,844,164.20
（一）归属于母公司所有者的综合收益总额||242,457,260.93|139,235,913.81
（二）归属于少数股东的综合收益总额||10,838,985.08|7,608,250.39
八、每股收益：|||
（一）基本每股收益(元/股)||0.29|0.27
（二）稀释每股收益(元/股)||0.29|0.27
