page|81
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||4,213,057,864.77|4,101,316,349.28
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|五、54|93,744,283.44|196,949,136.31
经营活动现金流入小计||4,306,802,148.21|4,298,265,485.59
page|82
购买商品、接受劳务支付的现金||3,104,204,758.13|3,449,397,214.30
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||368,062,475.55|373,462,712.13
支付的各项税费||169,322,439.71|162,136,865.12
支付其他与经营活动有关的现金|五、54|302,028,186.09|389,261,085.34
经营活动现金流出小计||3,943,617,859.48|4,374,257,876.89
经营活动产生的现金流量净额||363,184,288.73|-75,992,391.30
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||3,008,758.95|392,415.34
处置固定资产、无形资产和其他长期资产收回的现金净额||52,094,819.92|10,110,422.18
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|五、54|21,275,667.57|45,124,118.68
投资活动现金流入小计||76,379,246.44|55,626,956.20
购建固定资产、无形资产和其他长期资产支付的现金||221,886,776.49|444,550,277.65
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||221,886,776.49|444,550,277.65
投资活动产生的现金流量净额||-145,507,530.05|-388,923,321.45
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||584,958,950.67|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||2,639,920,250.00|4,146,290,491.80
收到其他与筹资活动有关的现金|五、54|472,351,560.31|1,371,493,321.59
筹资活动现金流入小计||3,697,230,760.98|5,517,783,813.39
偿还债务支付的现金||3,117,923,693.19|4,097,512,500.00
page|83
分配股利、利润或偿付利息支付的现金||141,260,978.05|150,751,867.72
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|五、54|589,474,166.15|664,327,912.79
筹资活动现金流出小计||3,848,658,837.39|4,912,592,280.51
筹资活动产生的现金流量净额||-151,428,076.41|605,191,532.88
四、汇率变动对现金及现金等价物的影响||-242,847.51|-855,669.62
五、现金及现金等价物净增加额  五、55||66,005,834.76|139,420,150.51
加：期初现金及现金等价物余额|五、55|621,920,056.90|482,499,906.39
六、期末现金及现金等价物余额  五、55||687,925,891.66|621,920,056.90
