page|59
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||178,554,103.98|633,302,942.51
交易性金融资产||363,000,000.00|20,000,000.00
衍生金融资产|||
应收票据||227,583.78|50,000.00
应收账款||33,000,926.69|27,466,145.33
应收款项融资|||
预付款项||9,276,031.33|6,550,631.70
其他应收款||3,973,444.70|3,396,184.61
其中：应收利息|||
应收股利|||
存货||138,121,601.67|93,536,450.69
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||225,550.09|420.00
流动资产合计||726,379,242.24|784,302,774.84
非流动资产：|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产||293,787,596.96|242,823,225.33
在建工程||92,828,336.81|31,768,525.20
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||34,747,269.36|35,755,916.04
开发支出|||
商誉|||
长期待摊费用|||
递延所得税资产||2,147,248.81|2,048,812.08
其他非流动资产||9,945,863.69|2,841,800.00
非流动资产合计||433,456,315.63|315,238,278.65
资产总计||1,159,835,557.87|1,099,541,053.49
流动负债：|||
短期借款|||
交易性金融负债|||
page|60
衍生金融负债|||
应付票据|||
应付账款||41,541,640.88|28,071,981.39
预收款项|||
合同负债||19,889,798.27|20,404,931.85
应付职工薪酬||11,191,166.39|8,239,839.74
应交税费||4,302,075.22|4,991,993.34
其他应付款||823,900.75|21,415,134.87
其中：应付利息|||
应付股利|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债||391,085.71|338,396.08
流动负债合计||78,139,667.22|83,462,277.27
非流动负债：|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益||4,472,017.64|4,359,530.36
递延所得税负债|||
其他非流动负债|||
非流动负债合计||4,472,017.64|4,359,530.36
负债合计||82,611,684.86|87,821,807.63
所有者权益（或股东权益）：|||
实收资本（或股本）||96,000,000.00|96,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||636,268,196.66|636,268,196.66
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积||42,607,567.64|33,657,104.92
未分配利润||302,348,108.71|245,793,944.28
所有者权益（或股东权益）合计||1,077,223,873.01|1,011,719,245.86
负债和所有者权益（或股东权益）总计||1,159,835,557.87|1,099,541,053.49
page|61
项目|附注|2021 年度|2020 年度
一、营业收入||465,480,013.00|354,253,485.62
减：营业成本||293,230,071.34|211,160,817.75
税金及附加||2,960,594.87|2,654,838.15
销售费用||30,968,487.34|11,787,660.68
管理费用||30,550,151.71|22,854,422.96
研发费用||18,059,471.45|13,183,401.16
财务费用||-115,482.81|1,847,010.61
其中：利息费用|||
利息收入||2,251,678.16|2,415,779.66
加：其他收益||1,528,858.78|2,131,278.95
投资收益（损失以“－”号填列）||10,036,458.73|
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-470,120.90|-1,095,122.22
资产减值损失（损失以“-”号填列）||-1,843,221.50|-3,225,865.14
资产处置收益（损失以“－”号填列）||-908,442.08|-142,369.53
