page|102
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|308,060,026.01|261,534,934.45
结算备付金||
拆出资金||
交易性金融资产|50,000,000.00|
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据||1,249,506.30
应收账款|295,777,123.90|176,779,450.26
应收款项融资||
预付款项|33,456,673.29|43,032,768.87
page|103
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|8,215,199.47|13,707,718.75
其中：应收利息||1,512,191.78
应收股利||
买入返售金融资产||
存货|214,915,840.83|208,361,211.94
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|23,871,641.00|101,187,600.52
流动资产合计|934,296,504.50|805,853,191.09
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||2,750,000.00
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资|7,274,188.49|12,915,680.58
其他权益工具投资||
其他非流动金融资产|3,250,000.00|
投资性房地产||
固定资产|585,864,280.68|441,889,770.84
在建工程|84,268,040.10|13,642,909.61
生产性生物资产||
油气资产||
使用权资产||
无形资产|103,852,801.88|73,567,680.71
开发支出||
商誉|617,678,283.00|585,483,279.45
长期待摊费用|8,792,267.13|4,740,563.64
递延所得税资产|6,522,731.21|4,419,874.83
page|104
其他非流动资产|21,003,121.28|4,243,115.00
非流动资产合计|1,438,505,713.77|1,143,652,874.66
资产总计|2,372,802,218.27|1,949,506,065.75
流动负债：||
短期借款|56,291,484.64|35,000,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|25,700,000.00|1,500,000.00
应付账款|224,567,759.10|118,468,404.00
预收款项|19,423,617.33|17,595,961.18
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|18,744,678.75|13,174,199.58
应交税费|16,573,554.86|17,890,767.76
其他应付款|14,735,207.95|24,843,653.94
其中：应付利息|442,580.27|
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|17,983,132.52|12,983,132.52
其他流动负债||1,010,408.23
流动负债合计|394,019,435.15|242,466,527.21
非流动负债：||
保险合同准备金||
长期借款|140,032,524.13|44,949,397.63
应付债券||
page|105
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|8,067,270.00|3,340,150.00
递延所得税负债|2,586,542.44|4,126,696.02
其他非流动负债||
非流动负债合计|150,686,336.57|52,416,243.65
负债合计|544,705,771.72|294,882,770.86
所有者权益：||
股本|196,995,362.00|131,381,050.00
其他权益工具||
其中：优先股||
永续债||
资本公积|944,838,835.21|1,005,559,034.51
减：库存股|11,434,400.71|24,043,232.00
其他综合收益|14,856.01|
专项储备||
盈余公积|67,998,226.54|54,621,923.30
一般风险准备||
未分配利润|612,283,146.59|487,104,519.08
归属于母公司所有者权益合计|1,810,696,025.64|1,654,623,294.89
少数股东权益|17,400,420.91|
所有者权益合计|1,828,096,446.55|1,654,623,294.89
负债和所有者权益总计|2,372,802,218.27|1,949,506,065.75
