page|130
项目|附注|2021 年度|2020 年度
一、营业总收入|七、61|449,539,752.31|310,813,765.00
其中：营业收入|七、61|449,539,752.31|310,813,765.00
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||372,896,337.25|274,437,141.87
其中：营业成本|七、61|246,102,465.56|165,154,687.34
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|2,067,267.46|1,544,434.60
销售费用|七、63|50,280,554.79|45,594,282.46
管理费用|七、64|23,972,538.52|19,244,694.69
研发费用|七、65|49,136,798.14|39,130,577.99
财务费用|七、66|1,336,712.78|3,768,464.79
其中：利息费用||101,579.74|
利息收入||1,611,736.70|2,208,165.13
加：其他收益||9,839,777.72|5,626,429.21
投资收益（损失以“－”号填列）|七、67|31,004,754.55|5,125,047.22
其中：对联营企业和合营企业的投资收益||-404,269.19|-719,013.50
以摊余成本计量的金融资产终止确认收益|||
page|131
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|1,904,161.50|-4,270,666.06
资产减值损失（损失以“-”号填列）|七、72|-1,059,464.18|-1,085,270.02
资产处置收益（损失以“－”号填列）|七、73|4,583.49|-4,219.19
三、营业利润（亏损以“－”号填列）||118,337,228.14|41,767,944.29
加：营业外收入|七、74|3,393,885.50|3,447,012.46
减：营业外支出|七、75|296,789.15|476,564.68
四、利润总额（亏损总额以“－”号填列）||121,434,324.49|44,738,392.07
减：所得税费用|七、76|12,169,219.52|3,378,115.83
五、净利润（净亏损以“－”号填列）||109,265,104.97|41,360,276.24
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||109,265,104.97|41,360,276.24
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||104,948,778.41|40,419,266.74
2.少数股东损益（净亏损以“-”号填列）||4,316,326.56|941,009.50
六、其他综合收益的税后净额|七、77|-1,090,791.87|-2,860,250.93
（一）归属母公司所有者的其他综合收益的税后净额|七、77|-1,090,791.87|-2,860,250.93
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|七、77|-1,090,791.87|-2,860,250.93
（1）权益法下可转损益的其他综合收益|||
page|132
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|七、77|-1,090,791.87|-2,860,250.93
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||108,174,313.10|38,500,025.31
（一）归属于母公司所有者的综合收益总额||103,857,986.54|37,559,015.81
（二）归属于少数股东的综合收益总额||4,316,326.56|941,009.50
八、每股收益：|||
（一）基本每股收益(元/股)||2.00|0.80
（二）稀释每股收益(元/股)||2.00|0.80
