page|93
项目|2020 年度|2019 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|1,216,464,898.68|1,500,187,779.32
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|19,716,470.82|13,632,609.45
收到其他与经营活动有关的现金|10,316,182.75|19,318,340.33
经营活动现金流入小计|1,246,497,552.25|1,533,138,729.10
购买商品、接受劳务支付的现金|765,552,445.76|854,314,970.36
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
page|94
支付保单红利的现金||
支付给职工以及为职工支付的现金|311,416,330.75|314,803,958.53
支付的各项税费|33,441,003.52|33,148,050.17
支付其他与经营活动有关的现金|115,766,029.01|135,735,721.84
经营活动现金流出小计|1,226,175,809.04|1,338,002,700.90
经营活动产生的现金流量净额|20,321,743.21|195,136,028.20
二、投资活动产生的现金流量：||
收回投资收到的现金|11,700,000.00|22,000,000.00
取得投资收益收到的现金||400,000.00
处置固定资产、无形资产和其他长期资产收回的现金净额|1,533,822.91|689,741.59
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金||
投资活动现金流入小计|13,233,822.91|23,089,741.59
购建固定资产、无形资产和其他长期资产支付的现金|87,071,762.72|48,975,718.34
投资支付的现金|200,000.00|300,000.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||63,847,018.03
支付其他与投资活动有关的现金||
投资活动现金流出小计|87,271,762.72|113,122,736.37
投资活动产生的现金流量净额|-74,037,939.81|-90,032,994.78
三、筹资活动产生的现金流量：||
吸收投资收到的现金|28,768,681.38|2,705,882.00
其中：子公司吸收少数股东投资收到的现金|28,768,681.38|2,705,882.00
取得借款收到的现金|434,045,598.07|457,785,376.80
发行债券收到的现金|244,250,000.00|41,644,714.38
收到其他与筹资活动有关的现金|10,018,200.00|43,206,200.00
筹资活动现金流入小计|717,082,479.45|545,342,173.18
偿还债务支付的现金|585,816,572.62|423,300,636.57
分配股利、利润或偿付利息支付的现金|35,777,279.11|40,603,895.40
page|95
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|8,013,128.06|53,221,729.22
筹资活动现金流出小计|629,606,979.79|517,126,261.19
筹资活动产生的现金流量净额|87,475,499.66|28,215,911.99
四、汇率变动对现金及现金等价物的影响|-3,171,649.47|690,958.32
五、现金及现金等价物净增加额|30,587,653.59|134,009,903.73
加：期初现金及现金等价物余额|289,030,251.90|155,020,348.17
六、期末现金及现金等价物余额|319,617,905.49|289,030,251.90
