page|73
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||807,555,238.97|599,949,101.67
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||10,348,924.52|6,137,449.60
收到其他与经营活动有关的现金||14,256,620.67|18,087,570.53
经营活动现金流入小计||832,160,784.16|624,174,121.80
购买商品、接受劳务支付的现金||317,380,368.62|226,630,918.49
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||195,084,657.85|160,014,685.24
支付的各项税费||61,029,113.95|38,402,521.16
支付其他与经营活动有关的现金||67,175,720.91|50,044,226.01
经营活动现金流出小计||640,669,861.33|475,092,350.90
经营活动产生的现金流量净额||191,490,922.83|149,081,770.90
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,871,120,000.00|687,600,000.00
取得投资收益收到的现金||9,844,354.31|3,120,542.78
page|74
处置固定资产、无形资产和其他长期资产收回的现金净额||7,446,023.06|197,978.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,888,410,377.37|690,918,520.78
购建固定资产、无形资产和其他长期资产支付的现金||182,859,466.32|43,583,050.70
投资支付的现金||2,354,020,943.40|894,600,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||97,070,904.80|
支付其他与投资活动有关的现金||5,000,000.00|
投资活动现金流出小计||2,638,951,314.52|938,183,050.70
投资活动产生的现金流量净额||-750,540,937.15|-247,264,529.92
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||890,330,000.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||99,465,888.90|20,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||989,795,888.90|20,000,000.00
偿还债务支付的现金||58,256,000.00|1,500,000.00
分配股利、利润或偿付利息支付的现金||60,338,925.15|301,951.12
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||100,835,761.23|860,000.00
筹资活动现金流出小计||219,430,686.38|2,661,951.12
筹资活动产生的现金流量净额||770,365,202.52|17,338,048.88
四、汇率变动对现金及现金等价物的影响||-6,160,393.92|-18,079,793.21
五、现金及现金等价物净增加额||205,154,794.28|-98,924,503.35
加：期初现金及现金等价物余额||145,127,318.62|244,051,821.97
六、期末现金及现金等价物余额||350,282,112.90|145,127,318.62
