page|82
项目|附注|2019 年度|2018 年度
一、营业总收入||3,010,713,760.59|3,328,616,224.30
其中：营业收入|七、59|3,010,713,760.59|3,328,616,224.30
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,413,246,956.33|2,567,629,733.99
其中：营业成本|七、59|2,166,991,596.05|2,311,830,991.29
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、60|21,230,152.24|25,905,779.81
销售费用|七、61|55,401,973.75|56,815,195.92
管理费用|七、62|147,968,069.71|154,186,219.83
研发费用|七、63|112,917,638.49|108,600,081.55
财务费用|七、64|-91,262,473.91|-89,708,534.41
其中：利息费用|||
利息收入||73,956,798.02|70,960,576.77
加：其他收益|七、65|9,788,111.96|8,953,046.32
投资收益（损失以“－”号填列）|七、66|206,168.30|7,458,889.23
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”|||
page|83
号填列）|||
公允价值变动收益（损失以“－”号填列）|七、68|1,013,184.03|4,917,726.12
信用减值损失（损失以“-”号填列）|七、69|6,997,085.41|
资产减值损失（损失以“-”号填列）|七、70|1,779,686.13|-6,201,706.53
资产处置收益（损失以“－”号填列）|||
三、营业利润（亏损以“－”号填列）||617,251,040.09|776,114,445.45
加：营业外收入|七、72|1,067,560.29|436,562.14
减：营业外支出|七、73|7,928,743.70|6,356,082.34
四、利润总额（亏损总额以“－”号填列）||610,389,856.68|770,194,925.25
减：所得税费用|七、74|91,902,553.86|116,184,619.64
五、净利润（净亏损以“－”号填列）||518,487,302.82|654,010,305.61
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||518,487,302.82|654,010,305.61
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||518,487,302.82|654,010,305.61
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||753,470.94|1,001,197.14
（一）归属母公司所有者的其他综合收益的税后净额||753,470.94|1,001,197.14
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||753,470.94|1,001,197.14
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可|||
page|84
供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额||753,470.94|1,001,197.14
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||519,240,773.76|655,011,502.75
（一）归属于母公司所有者的综合收益总额||519,240,773.76|655,011,502.75
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.52|0.66
（二）稀释每股收益(元/股)||0.52|0.66
