page|64
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,419,314,122.96|984,067,600.97
收到的税费返还||47,744,476.61|58,529,588.31
收到其他与经营活动有关的现金||10,796,939.62|8,836,068.58
经营活动现金流入小计||1,477,855,539.19|1,051,433,257.86
购买商品、接受劳务支付的现金||1,245,501,730.62|919,918,275.10
支付给职工及为职工支付的现金||87,710,182.57|72,285,937.23
支付的各项税费||45,912,163.79|21,671,744.44
支付其他与经营活动有关的现金||76,814,112.08|63,309,229.58
经营活动现金流出小计||1,455,938,189.06|1,077,185,186.35
经营活动产生的现金流量净额||21,917,350.13|-25,751,928.49
二、投资活动产生的现金流量：|||
收回投资收到的现金||624,242,776.75|135,200,778.80
取得投资收益收到的现金||20,714,539.38|22,103,923.85
处置固定资产、无形资产和其他长期资产收回的现金净额||6,141,619.05|1,325,061.70
处置子公司及其他营业单位收到的现金净额||11,400,000.00|
收到其他与投资活动有关的现金||227,514,853.77|
投资活动现金流入小计||890,013,788.95|158,629,764.35
购建固定资产、无形资产和其他长期资产支付的现金||6,635,545.64|14,358,586.16
投资支付的现金||624,664,929.49|180,343,503.61
取得子公司及其他营业单位支付的现金净额||2,500,000.00|15,400,000.00
支付其他与投资活动有关的现金||220,000,000.00|60,000,000.00
投资活动现金流出小计||853,800,475.13|270,102,089.77
投资活动产生的现金流量净额||36,213,313.82|-111,472,325.42
三、筹资活动产生的现金流量：|||
取得借款收到的现金||47,000,000.00|20,000,000.00
筹资活动现金流入小计||47,000,000.00|20,000,000.00
偿还债务支付的现金||54,000,000.00|55,000,000.00
分配股利、利润或偿付利息支付的现金||2,399,905.25|3,107,729.43
支付其他与筹资活动有关的现金|||842,389.10
筹资活动现金流出小计||56,399,905.25|58,950,118.53
筹资活动产生的现金流量净额||-9,399,905.25|-38,950,118.53
四、汇率变动对现金及现金等价物的影响||440,496.76|2,692,076.06
五、现金及现金等价物净增加额||49,171,255.46|-173,482,296.38
加：期初现金及现金等价物余额||160,212,651.68|333,694,948.06
六、期末现金及现金等价物余额||209,383,907.14|160,212,651.68
