page|74
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||747,104,780.86|586,207,378.30
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||6,216,800.11|
收到其他与经营活动有关的现金|七、78|10,221,218.99|6,319,147.33
经营活动现金流入小计||763,542,799.96|592,526,525.63
购买商品、接受劳务支付的现金||251,578,527.20|234,914,899.76
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||236,785,478.05|171,217,735.37
支付的各项税费||64,762,293.68|48,805,224.94
支付其他与经营活动有关的现金|七、78|59,856,078.77|67,832,603.95
经营活动现金流出小计||612,982,377.70|522,770,464.02
经营活动产生的现金流量净额||150,560,422.26|69,756,061.61
二、投资活动产生的现金流量：|||
收回投资收到的现金||492,000,000.00|480,000,000.00
取得投资收益收到的现金||2,012,586.63|2,763,726.02
处置固定资产、无形资产和其他长期资产收回的现金净额||71,245.00|1,490.00
page|75
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|5,580,000.00|
投资活动现金流入小计||499,663,831.63|482,765,216.02
购建固定资产、无形资产和其他长期资产支付的现金||109,897,319.63|78,693,306.66
投资支付的现金||497,200,000.00|589,450,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||79,028,692.77|-25,459,979.20
支付其他与投资活动有关的现金|||
投资活动现金流出小计||686,126,012.40|642,683,327.46
投资活动产生的现金流量净额||-186,462,180.77|-159,918,111.44
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||189,150,296.49|500,000.00
其中：子公司吸收少数股东投资收到的现金|||500,000.00
取得借款收到的现金||130,000,000.00|75,000,000.00
收到其他与筹资活动有关的现金||438,040.52|357,305.12
筹资活动现金流入小计||319,588,337.01|75,857,305.12
偿还债务支付的现金||130,000,000.00|75,000,000.00
分配股利、利润或偿付利息支付的现金||30,699,677.08|16,535,891.89
其中：子公司支付给少数股东的股利、利润||4,900,000.00|2,800,000.00
支付其他与筹资活动有关的现金|七、78|3,808,882.97|1,119,691.40
筹资活动现金流出小计||164,508,560.05|92,655,583.29
筹资活动产生的现金流量净额||155,079,776.96|-16,798,278.17
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||119,178,018.45|-106,960,328.00
加：期初现金及现金等价物余额||157,080,275.30|264,040,603.30
六、期末现金及现金等价物余额||276,258,293.75|157,080,275.30
